"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","photos/42/height","photos/42/id","photos/42/image","photos/42/width","photos/43/height","photos/43/id","photos/43/image","photos/43/width","photos/44/height","photos/44/id","photos/44/image","photos/44/width","photos/45/height","photos/45/id","photos/45/image","photos/45/width","photos/46/height","photos/46/id","photos/46/image","photos/46/width","photos/47/height","photos/47/id","photos/47/image","photos/47/width","photos/48/height","photos/48/id","photos/48/image","photos/48/width","photos/49/height","photos/49/id","photos/49/image","photos/49/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","967124368","en","304699",,"General Manager","973283432","en","2024-10-09","Kiran Bussari","Dear Valued Guest, 

Thank you for visiting the hotel and for your kind review on Trip Advisor. Our team here at Vivanta Colombo Airport Garden is thrilled to receive such positive feedback! Thank you for taking a moment to share your sentiments with us. We're glad our team went above and beyond to meet your requirements. Looking forward to serving you again in the future.

Sincerely,
Kiran Bussari
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-27","MOBILE","5",,,,,,,,,,,,,,"Chaturi is very impressive. It has been many times I visited Colombo and stayed at Vivanta but today’s breakfast experience was the best because of Chaturi. 

Chaturi is professional and friendly at the same time. Her customer service is exemplary. She is very accommodating and proactively offers delights from Sri Lanka such as trying the King Coconut juice. 

She also visits your table and ask if the food is good and if I need anything else. 

It’s my first time to encounter Chaturi and I am really impressed of her. She can be a great leader to influence joy and love of work.","Vivanta’s Breakfast Experience with Chaturi’s Customer Service","2024-08","SOLO","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r967124368-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","966156497","en","304699",,"General Manager","973282505","en","2024-10-09","Kiran Bussari","Dear Valued Guest,

Greetings from Vivanta Colombo, Airport Garden! Thank you for choosing us and sharing your forthright feedback. It is indeed our greatest delight in coming to know that you had a comfortable stay and enjoyed all the services that the hotel offered. It was a pleasure having served for you. We look forward to welcoming you back at Vivanta Colombo Airport Garden!

Warm Regards,
Kiran Bussari
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-22","MOBILE","5",,,,,,,,,,,,,,"From the moment I stepped into the hotel, the front house team made me feel truly special. Their warm smiles and genuine hospitality set the perfect tone for my stay. Every detail was handled with care, making me feel instantly at home. It's rare to experience such a warm welcome, and I can't praise the team enough for their exceptional service!","Guest Relations - Warmly welcomed","2024-08","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r966156497-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"1","965132204","en","304699",,"General Manager","973283611","en","2024-10-09","Kiran Bussari","Dear Valued Guest,

Greetings from Vivanta Colombo, Airport Garden!
Thank you for choosing to stay with the Vivanta Colombo and for your excellent review on Trip Advisor. We appreciate your patronage and recommendation. We look forward to welcoming you again soon to Vivanta Colombo.

Warm regards,
Kiran Bussari
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-16","MOBILE","5","It’s really convenient to get to the airport",,,,,,,,,,,,,"Our stay at Vivanta Colombo Airport Garden wasn’t planed at all.
We were warmly welcomed by the staff. The food and drinks were amazing and the staff was really professional. I haven’t seen such an amazing service in Sri Lanka.
The rooms were very clean too.
I have never eaten such a delicious wattalappan as a dessert.
I would like to thank Mr. Karunarathne for giving me his wattalappan recipe.
We can recommend this hotel and will definitely come back.","Lovely stay","2024-08","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r965132204-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","965075016","en","304699",,"General Manager","973282493","en","2024-10-09","Kiran Bussari","Dear Valued Guest,

Greetings from Vivanta Colombo, Airport Garden! Thank you for choosing us and sharing your forthright feedback. It is indeed our greatest delight in coming to know that you had a comfortable stay and enjoyed all the services that the hotel offered. It was a pleasure having served for you. We look forward to welcoming you back at Vivanta Colombo Airport Garden!

Warm Regards,
Kiran Bussari
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-16","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The baked cookies and tea served at the time of our check-in were an absolute favorite of mine! And the staff also gave us a very warm welcome and showed us hospitality all throughout my stay. I utterly appreciate the initiatives of the hotel of going green as well. Really looking forward to staying in Vivanta again and experience more of their A1 service and atmosphere.","Stunning","2024-08","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r965075016-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","964387605","en","304699",,"General Manager","964929519","en","2024-08-15","Kiran Bussari","Dear Valued Guest,

Greetings from Vivanta Colombo, Airport Garden! Thank you for choosing us and sharing your forthright feedback. It is indeed our greatest delight in coming to know that you had a comfortable stay and enjoyed all the services that the hotel offered. It was a pleasure having served for you. We look forward to welcoming you back at Vivanta Colombo Airport Garden!

Warm Regards,
Kiran Bussari
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-12","OTHER","5",,"Value","4","Rooms","4","Location","4","Cleanliness","4","Service","5","Sleep Quality","4","Amazing hotel with great amenities , comfortable rooms, delicious food and exceptional service. 
Special thanks to Chathuri and Kasun for their hospitality, they are extremely professional and kind.
Always happy to meet Sumith and the other staff at the lobby.","Wonderful stay every time","2024-08","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r964387605-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","964194558","en","304699",,"General Manager","964929466","en","2024-08-15","Kiran Bussari","Dear Valued Guest,

Greetings from Vivanta Airport Garden Hotel!!!!
Thank you so much for your valuable feedback. We are pleased to read your appreciation of the services offered along with the efforts of my colleague Chef Noyel which we take great pride in.
Feedback like yours encourages us to work even harder to create experiences for our guests.

Look forward to welcoming you back on the next opportunity.

Warm Regards,
Kiran Bussari
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-10","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The rooms are very spacious and comes with many amenities. Restaurants provided an excellent service and specially Chef Noyel Karunarathne and other staff is very friendly and they give there fullest to make all the guest happy. Highly recommended.","Perfect couple stay.","2024-08","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r964194558-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","964039716","en","304699",,"General Manager","964929373","en","2024-08-15","Kiran Bussari","
Dear Valued Guest,

Thank you for choosing us and taking the time to share your experiences with us and for patronizing our hotel.
It is a delight to see your high scores & encouraging words. We at Vivanta always strive to not only meet but exceed all our guest's expectations. Your grateful comments about our colleagues Chathuri & Chef Noyel are appreciatively acknowledged.
We look forward to welcoming you back for an outstanding experience in the future to come!

Warm Regards,
Kiran Bussari
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-09","OTHER","5","It's cheaper to eat in the hotel than going out. ","Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The rooms were clean and nice, the gym was pretty good compared to other hotel it had free weights and machines but what the best part of this hotel was the people. 

A special mention to Chathuri and Noyel who give me such a welcoming feeling during breakfast. Chathuri was so accommodating with our requests, kind and friendly and Noyel who is a chef there was really friendly and made sure we tasted the best of the buffet (which was my favorite part) and even bringing us food that was not on display. I really love Sri Lankan hospitality.

Also if anyone goes there they have to try the buffets which is affordable and the food there is delicious! Something I keep looking forward to everytime I stay with them.","A Gem of a Hotel","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r964039716-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","963131833","en","304699",,"General Manager","964929180","en","2024-08-15","Kiran Bussari","Dear Valued Guest,

Greetings from Vivanta Colombo Airport Garden! We really appreciate you taking the time to share your rating with us. We look forward to being of service to you on your future visits. Assuring you the best of our service and attention at all times!

Warm regards,
Kiran Bussari
General Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-04","OTHER","4",,,,,,,,,,,,,,"Great food and service, really enjoyed my short stay , room was perfect, very clean and secure, pool area a bit dated but that’s it overall very nice and I would recommend it, it was perfect for our needs on a short business trip , everyone there was extremely polite and helpful","Great time","2024-08","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r963131833-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","962994666","en","304699",,"General Manager","964929131","en","2024-08-15","Kiran Bussari","
Dear Valued Guest,

Greetings from Vivanta Colombo, Airport Garden! Thank you for choosing us and sharing your forthright feedback. It is indeed our greatest delight in coming to know that you had a comfortable stay and enjoyed all the services that the hotel offered. It was a pleasure having served for you. We look forward to welcoming you back at Vivanta Colombo Airport Garden!

Warm Regards,
Kiran Bussari
General Manager
","1600","755658579","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/0a/6f/53/caption.jpg","1200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-08-03","OTHER","5",,,,,,,,,,,,,,"Went for the breakfast buffet , the chefs and the steward and the stewardess were extremely friendly and attentive. Chefs at the action stations of Dosa and hopper making were really kind. Chef Noel karunarathnas pastry skills were portrayed in the welcome cake he managed to surprise us with.appreciate his welcoming gesture.
Chathuri, Madushan, Raini, Shahan,Nimesha were the kind and efficient staff on duty.","Memorable Breakfast","2024-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r962994666-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","962473673","en","304699",,"General Manager","962812647","en","2024-08-02","Kiran Bussari","Dear Valued Guest,

Thank you for choosing Vivanta Colombo Airport Garden and we were more than honored to serve you. And we wish you a very happy birthday to you.

I am delighted that the team of Vivanta Colombo Airport Garden made the day memorable for you. Your kind endorsements of our colleagues are much appreciated.

It was a pleasure having served you. We look forward to welcoming you back at Vivanta Colombo Airport Garden!

Warm Regards,
Kiran Bussari
General Manager
","1280","755105149","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/01/fd/7d/caption.jpg","960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234-238, Colombo-Negombo Road, Seeduwa 11450 Sri Lanka","Seeduwa","Sri Lanka","11450",,"234-238, Colombo-Negombo Road",,"304699","7.143439","Seeduwa, Western Province","79.8695","Vivanta Colombo, Airport Garden","2506","4.4","53","60","190","724","1480","https://www.tripadvisor.com/Hotel_Review-g3736162-d304699-Reviews-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html","https://www.vivantahotels.com/en-in/vivanta-colombo-airport-garden/","2024-07-30","OTHER","5",,"Value","5","Location","4","Cleanliness","5","Service","5",,,,,"I went for the Morning Buffet, for my Birthday with friends...
we  were welcomed in a friendly way with a smile on there faces, very fresh and clean and good aroma ambience, staff were also looking fresh n neat..the staff are really amazing i never felt this in any star Hotels..
really extraordinary, i have to mention there names, Chathuri, Dammika, Malisha lovely set, we didn't organize anything but they knew it's my bday and they got me a surprise cake, i was surprised, thank you to the Chef in charge on that day... i haven't experienced it anywhere. it's more than the price tag...
the buffet closes at 10:30 but they gave so much attention to 3 of us after closing, we felt like home. HOSPITALITY is Great... 101%....
Please keep it up, everywhere it's the importance for the Big money but here it's not.. Great job, lovely staff VIVANTA.. i have also been to the other restaurant as well in VIVANTA , my husband too, loves the ambience, STAFFs are well trained, mannered, groomed every time with a smile..  I LOVE THIS PLACE... You can ENJOY even family with kids also will enjoy, they have a cute play area...and great for candle light dinner also...","Lovely STAFF, Feel at HOME..","2024-07","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g3736162-d304699-r962473673-Vivanta_Colombo_Airport_Garden-Seeduwa_Western_Province.html",
"0","1016920595","en","496623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Road, Ahungalla 80562 Sri Lanka","Ahungalla","Sri Lanka","80562",,"Galle Road","","496623","6.311592","Ahungalla, Galle District, Southern Province","80.0318","Heritance Ahungalla","5167","4.6","96","90","317","893","3771","https://www.tripadvisor.com/Hotel_Review-g608521-d496623-Reviews-Heritance_Ahungalla-Ahungalla_Galle_District_Southern_Province.html","http://www.heritancehotels.com/ahungalla/","2025-07-06","OTHER","5",,"Value","5","Rooms","3","Location","5","Cleanliness","4","Service","4","Sleep Quality","5","The staff was friendly and we were taken good care of….Ms.Jayaru was very professional and gave of the best of the service …thank you","Fine stay with good vibes","2025-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608521-d496623-r1016920595-Heritance_Ahungalla-Ahungalla_Galle_District_Southern_Province.html",
"0","1016912922","en","496623",,,,,,,,"4032","811939645","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/65/37/3d/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Road, Ahungalla 80562 Sri Lanka","Ahungalla","Sri Lanka","80562",,"Galle Road","","496623","6.311592","Ahungalla, Galle District, Southern Province","80.0318","Heritance Ahungalla","5167","4.6","96","90","317","893","3771","https://www.tripadvisor.com/Hotel_Review-g608521-d496623-Reviews-Heritance_Ahungalla-Ahungalla_Galle_District_Southern_Province.html","http://www.heritancehotels.com/ahungalla/","2025-07-06","OTHER","5",,,,,,,,,,,,,,"Food is the best and buffet is perfect, all the options are available and cannot try all. Room bit small but allround its ok.","Experience at Ahungalla","2025-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608521-d496623-r1016912922-Heritance_Ahungalla-Ahungalla_Galle_District_Southern_Province.html",
"0","1016762660","en","496623",,"Owner","1016979454","en","2025-07-07","Aitken Spence  Hotel Management","Dear Janeesha,

Thank you for choosing Heritance Ahungalla and for sharing your wonderful feedback! We’re delighted to hear you had an amazing stay and appreciated the friendliness and support of our staff. It’s great to know you enjoyed the variety in our buffet and found your room clean and tidy.

We truly value your kind words and look forward to welcoming you back for another memorable stay!

Warm regards,
Purnima Weerasinghe,
Front Office Manager,
Heritance Ahungalla.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galle Road, Ahungalla 80562 Sri Lanka","Ahungalla","Sri Lanka","80562",,"Galle Road","","496623","6.311592","Ahungalla, Galle District, Southern Province","80.0318","Heritance Ahungalla","5167","4.6","96","90","317","893","3771","https://www.tripadvisor.com/Hotel_Review-g608521-d496623-Reviews-Heritance_Ahungalla-Ahungalla_Galle_District_Southern_Province.html","http://www.heritancehotels.com/ahungalla/","2025-07-06","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","We recently stayed two nights at Heritance Ahungalla hotel and it was an amazing stay. Everyone in the staff is really friendly and supportive. The buffet had a lot of varieties to choose from. The rooms were clean and tidy.","Great two days stay with family","2025-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608521-d496623-r1016762660-Heritance_Ahungalla-Ahungalla_Galle_District_Southern_Province.html",
