"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","999428235","en","13223642",,"Other","1000093423","en","2025-03-27","Front Office  Team","Dearest Guest,
We are really pleased for your wonderful review as a TEAM. Thank you for appreciating our team and sharing your awesome experience with other readers. And your compliments are very valuable and its gives a motivation for the staff as well. We are looking forward to welcome you once again as usual. 😊",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-24","OTHER","5",,,,,,,,,,,,,,"Very friendly staff, very good service and offers an amazing experience with everything you need for a comfortable stay. The food, with its variety of local and international dishes, was really good, 
Rooms are pacious, well-decorated and featured stunning, beautiful views of the sea and big rocks, and greenery - a perfect place to stay and relax","Excellent","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r999428235-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","997473285","da","13223642",,"Other","997590990","en","2025-03-11","Front Office  Team","Dear Guest,
We are really happy for your wonderful review. Thank you for appreciating our team and sharing your awesome experience with other readers. We are look forward to welcome you once again as usual. 😊","2048","793084854","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/45/83/b6/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-10","MOBILE","5",,,,,,,,,,,,,,"Dejligt hotel med super god service med flinke søde og altid smilende medarbejdere rigtig god svimmingpool til alle aldrer og maden er fremragende morgenmaden har alt hvad man ønsker sig lige fra sri lankas til europæisk der er alt hvad man kan tænke sig","Super hotel","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r997473285-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","997331587","en","13223642",,"Other","997591016","en","2025-03-11","Front Office  Team","Dear Guest,
We are really happy for your wonderful review. Thank you for appreciating our team and sharing your awesome experience with other readers. We are look forward to welcome you once again as usual. 😊",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-09","OTHER","5",,"Value","5","Rooms","5","Location","4","Cleanliness","5","Service","5","Sleep Quality","5","Subatra kept our room nice and clean. Room pool and restaurant were all very nice.

Staff is helpful and friendly, room service is extremely fast.

Would visit again for sure.

Location is about 10 min drive from Galle Fort.

There’s a great beach 500m away as well, staff will give you clear directions to it.","Great hotel","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r997331587-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","997275405","en","13223642",,"Other","997591140","en","2025-03-11","Front Office  Team","Dear Guest,
We are really happy for your wonderful review as a TEAM. Thank you for appreciating our team and sharing your awesome experience with other readers. We are look forward to welcome you once again as usual. 😊","1092","792837029","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/a5/caption.jpg","1457","983","792837030","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/a6/caption.jpg","1311","1612","792837031","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/a7/caption.jpg","1151","1130","792837032","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/a8/caption.jpg","1318","983","792837033","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/a9/caption.jpg","1311","987","792837034","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/aa/caption.jpg","1318","984","792837035","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/ab/caption.jpg","1370","983","792837036","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/ac/caption.jpg","1311","987","792837037","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/41/bb/ad/caption.jpg","1318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-09","MOBILE","5",,,,,,,,,,,,,,"This is a hidden gem. Beautiful place tucked in near Unawatuna. Rooms are cozy, spacious and beautiful. The interior is nice and beautifully decorated. The staff is really friendly and helpful. Their service is top notch. The place offers incredible value for money too.","Exceptional stay !!!","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r997275405-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","997215613","ru","13223642",,"Other","997591120","en","2025-03-11","Front Office  Team","Dear Guest,
We are really happy for your wonderful review as a TEAM. Thank you for taking lot of time to appreciating our team and sharing your awesome experience with other readers. We are look forward to welcome you once again as usual. 😊","4000","792733427","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/40/26/f3/caption.jpg","3000","4000","792733428","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/40/26/f4/caption.jpg","3000","4000","792733429","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/40/26/f5/caption.jpg","3000","4000","792733430","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/40/26/f6/caption.jpg","3000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-09","OTHER","5",,"Value","5","Rooms","4","Location","4","Cleanliness","4","Service","5","Sleep Quality","5","Всем привет 👋🏻 уже второй год подряд мы с подругой выбираем эту страну для отдыха и вернёмся сюда вновь. В этом году выбрали отель Thaproban Pavilion Waves  и не ошиблись. Для Унаватуны это очень достойный уровень. 

Месторасположение: Отель красивый, расположен в живописном месте. Утопает в зелени с одной стороны и имеет прекрасный вид на океан, к сожалению не купабельный.  До пляжа 5-7 минут пешком по прямой дороге и минут 15 в обход ( попадаешь почти в центр пляжа). Зато в этот раз мы отлично изучили эту часть Унаватуны.  В пешей доступности Джангл Бич, вокруг очень много неплохих кафе.

Номер: Весь номерной фонд расположен с видом на океан, у каждого номера на 2 этаже есть балкончики ,в категории номеров Queen king size (такой был у нас) окно с балкона небольшое. Номер просторный, хорошая кровать, диванчик, телевизор, чайник и чайные принадлежности, кофе, заварка, сахар, исправно работающий кондиционер, сейф, холодильник. В ванной фен, ванные принадлежности, полотенца, шапочки для душа, мыло для рук, крем, гель для душа, шампунь, кондиционер для волос. Все с местными ароматами поэтому мы использовали свои средства. Каждый день приносили по 0,5 чистой воды на человека. Переходники для розеток нам не понадобились, все подходило. 
Уборка была каждый день, полотенца чистые в номере меняли каждый день, бельё постельное несколько раз, возможно через день. Номер в принципе был достаточно чистый, хотя все пишут что отель нуждается в косметическом ремонте. 

Завтраки: Достойные завтраки.  В сравнении с тем же Тайландом возможно скромнее,  но за 10 дней нам ничего не надоело. Дома питаемся однозначно не в таком разнообразии. Омлет, яичница, соки, выпечка в разнообразии, овощи, фрукты, сыры, сосиски, бекон, каши, местная еда, блинчики, чай, кофе. За отдельную плату можно заказать кофе из кофемашины, вполне кстати сносный. Все вкусно. Персонал внимательный. 

Развлечения: за 10 дней нашего прибывания отель устраивал 3 мероприятия, с танцами, с музыкой. Один раз выступал Life Band, в другой день был DJ. В эти дни действовала система фуршета на ужин. Мероприятия длились максимум до 11 вечера. Неплохой вариант для тех кто привязан к деткам и так далее. 

Персонал: Персонал отзывчивый, приветливый, дружелюбный, заботливый. Все просьбы выполнялись охотно. Менеджер гостиницы всегда интересуется все ли нам нравится. Каждый день с улыбкой нам выдавались пляжные полотенца. В принципе все делали для того чтоб наш отдых был отличным. 

Окружение: местоположение отеля ещё прекрасно и тем что находится слегка отдалено от шумных улочек и прогуливаясь от пляжа до отеля можно встретить павлинов, варанов, дружелюбных собак, обезьян, пальмовых белок. 

Хотим поблагодарить всю команду отеля за теплый приём. Желаем вам процветания.","Наша вторая и не последняя поездка на Шри-Ланку","2025-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r997215613-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","996951615","en","13223642",,"Other","997197888","en","2025-03-08","Front Office  Team","Dear Guest,
We are really happy for your wonderful review as a TEAM. Thank you for appreciating our team and sharing your awesome experience with other readers. We are look forward to welcome you once again as usual. 😊","4032","792385318","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/3a/d7/26/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-06","OTHER","5",,,,,,,,,,,,,,"Thaproban Pavilion Waves offers stunning ocean views, spacious rooms, an infinity pool, and great dining. The service is excellent, and the peaceful location makes it perfect for a relaxing beach getaway. Highly recommended for couples and families!","Thaproban Pavilion Waves offers stunning ocean views, spacious rooms, an infinity pool, and great dining. The service is","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r996951615-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","996630476","en","13223642",,"Other","996645317","en","2025-03-04","Front Office  Team","Dear Guest,
We are really happy for your wonderful review as a TEAM. Thank you for appreciating our team and sharing your awesome experience with other readers. We are look forward to welcome you once again as usual. 😊",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-04","OTHER","5",,"Value","4","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Where to start…
Came here with my family for one night and we had a blast!
The staff is very welcoming, friendly and helpfull at all times!
Diner and breakfast was very good and diverse. Room spacious, clean and well maintained. 2 pool areas are great as well.
Would come back any time!","Awesome","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r996630476-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","996592595","de","13223642",,"Other","996947609","en","2025-03-06","Front Office  Team","Dear Valued Guest,
Thank you very much for taking time to share your comments with other readers. Such a lovely review will be able to share with the team here at Thambapanni Resorts and Spa. They will be encouraged by your feedback and comments. They go each and every day to deliver excellence and Sri Lankan hospitality. Thank you for recognizing them! Look forward to welcome you once again.

Thanks Again
Front Office 
Team
Thambapanni Leisure
","1536","791640424","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/2f/79/68/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-03","MOBILE","5","Karte zur Anfahrt bereithalten. Viele Taxifahrer kennen das relativ neue Hotel nicht.",,,,,,,,,,,,,"Ein wirklich traumhaftes Hotel, mit tollen Zimmern, zwei Pools, frischem Seafood im Restaurant und sehr aufmerksamen und netten Personal. Spa-Angebot ind die spektakulären Ausblicke auf das tobende Meer runden den Eindruck ab.
Das Hotel liegt am Ende einer der wenigen Buchten Sri Lankas, in denen man gut baden kann. Im Wasser tummelt sich zur Zeit Putins Mittelklasse, Man freut sich über die niedrigen Getränkepreise am Strand.
Aber im Hotel selbst herrscht eine freundlich-ruhige Atmosphäre.","Traumplatz an den Wellen des Indischen Ozeans","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r996592595-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","996466181","en","13223642",,"Other","996947822","en","2025-03-06","Front Office  Team","Dear Guest,
Thank you for the compliments and for your review. The team will be delighted by your feedback and for highlighting the experiences you have had with us. It is a testament to the dedication and hard work of the team. Look forward to welcome you once again.

Thanks Again
Front office 
Team
Thambapanni Leisure
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-03-02","OTHER","5",,,,,,,,,,,,,,"Very good service and we thoroughly enjoyed our visit. We would definitely like to come back again one day. The food was good quality and the rooms were very comfortable with strong AC. The spa treatment was the highlight of our stay, myself and my wife got a full body massage.","Very good service and we thoroughly enjoyed our visit. We would definitely like to come back again one day.","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r996466181-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","996088527","en","13223642",,"Other","996947464","en","2025-03-06","Front Office  Team","Dear Guest,
It is a great pleasure to read your valuable review as a TEAM. Thank you for highlighting, appreciating the team and sharing your memorable experience with us and  other readers. We are looking forward to welcome you once again as usual. Let's have more unforgettable days 😊

Thanks Again
Front office 
Team
Thambapanni Leisure
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wella Devala Road, Yaddehimulla, Unawatuna 80600 Sri Lanka","Unawatuna","Sri Lanka","80600",,"Wella Devala Road, Yaddehimulla",,"13223642","6.00951","Unawatuna, Galle District, Southern Province","80.24025","Thaproban Pavilion Waves","586","4.7","11","10","12","71","482","https://www.tripadvisor.com/Hotel_Review-g644047-d13223642-Reviews-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html","https://thaprobanpavilionwaves.com/","2025-02-27","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The stay was very comfortable and the location is amazing. Food was decent overall staff were very good. 

It was a one day stay I was quite happy about it worth the money.

the pool was amazing just near the sea great for amazing pictures and experience

Suba was very helpful.","Thaproban review","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g644047-d13223642-r996088527-Thaproban_Pavilion_Waves-Unawatuna_Galle_District_Southern_Province.html",
"0","1006543156","fr","10154736",,"General Manager","1007508766","en","2025-05-13","Keith T","Dear Valued Guest,

Thank you for sharing your wonderful experience with us at Anantara Kalutara Resort. 

 

We’re delighted you enjoyed your stay and look forward to welcoming you back for more memorable moments at Anantara Kalutara! 

Warm Regards, 
Keith Tomkies – Cluster General Manager 
Anantara Kalutara Resort ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Sebastian's Road, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"St. Sebastian's Road",,"10154736","6.566024","Kalutara, Western Province","79.962555","Anantara Kalutara Resort","2459","4.8","21","23","56","248","2111","https://www.tripadvisor.com/Hotel_Review-g304136-d10154736-Reviews-Anantara_Kalutara_Resort-Kalutara_Western_Province.html","http://kalutara.anantara.com","2025-05-09","OTHER","4",,"Value","4","Rooms","4","Location","4","Cleanliness","4","Service","4","Sleep Quality","3","Bel hôtel, le personnel est très attentif et efficace 
Les piscines sont belles et très grandes
Les soins au SPA sont exceptionnels 
Chambres spacieuses et bien aménagées 
Le buffet du petit déjeuner est varié et les produits proposés de bonne qualité","Belle étape pour se relaxer","2025-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304136-d10154736-r1006543156-Anantara_Kalutara_Resort-Kalutara_Western_Province.html",
"0","1006486465","en","10154736",,"General Manager","1006534231","en","2025-05-09","Keith T","Dear Hemantha Wijesinghe,

Thank you for sharing your wonderful experience with us at Anantara Kalutara Resort. 

 

We’re delighted you enjoyed your stay and look forward to welcoming you back for more memorable moments at Anantara Kalutara! 

Warm Regards, 
Keith Tomkies – Cluster General Manager 
Anantara Kalutara Resort ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Sebastian's Road, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"St. Sebastian's Road",,"10154736","6.566024","Kalutara, Western Province","79.962555","Anantara Kalutara Resort","2459","4.8","21","23","56","248","2111","https://www.tripadvisor.com/Hotel_Review-g304136-d10154736-Reviews-Anantara_Kalutara_Resort-Kalutara_Western_Province.html","http://kalutara.anantara.com","2025-05-08","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","From the stunning architecture to the outstanding food and impeccable service, every aspect of our visit exceeded expectations. We had a few special requests during our stay, and the staff went above and beyond to accommodate them with professionalism and efficiency. Highly recommended for anyone seeking a memorable and seamless experience.","A Truly Exceptional Experience","2025-04","NONE","https://www.tripadvisor.com/ShowUserReviews-g304136-d10154736-r1006486465-Anantara_Kalutara_Resort-Kalutara_Western_Province.html",
"0","1006403133","en","10154736",,"General Manager","1006534145","en","2025-05-09","Keith T","Dear Dulitha S,

Thank you for sharing your wonderful experience with us at Anantara Kalutara Resort. 

 

We’re delighted you enjoyed your stay and look forward to welcoming you back for more memorable moments at Anantara Kalutara! 

Warm Regards, 
Keith Tomkies – Cluster General Manager 
Anantara Kalutara Resort ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Sebastian's Road, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"St. Sebastian's Road",,"10154736","6.566024","Kalutara, Western Province","79.962555","Anantara Kalutara Resort","2459","4.8","21","23","56","248","2111","https://www.tripadvisor.com/Hotel_Review-g304136-d10154736-Reviews-Anantara_Kalutara_Resort-Kalutara_Western_Province.html","http://kalutara.anantara.com","2025-05-08","MOBILE","5",,,,,,,,,,,,,,"Our experience at Anantara Kalutara was fantastic, mainly because of the outstanding service from Viraj and Sampath. From the moment we arrived, their warm smiles and can-do attitude made us feel right at home. They anticipated our every need with impressive attention to detail and handled every request promptly, never missing a beat. Their genuine warmth and hospitality turned our short stay into a truly memorable experience..","Customer service from Viraj and Sampath","2025-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304136-d10154736-r1006403133-Anantara_Kalutara_Resort-Kalutara_Western_Province.html",
