"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
,"1","739656950",,"en","939424",,"Front Office Manager","740592659","en","2020-01-22","kasunFOMLodge","Dear Mr. Abdul,

Greetings from Cinnamon Lodge Habarana!

It truly saddens us to see that you were disappointed with some of your experience and the service offered. Please note that we strive to serve our guests with exceptional service. However, we regret that it has not been the same with you. 

Kindly share your email address, as We would certainly have contacted you to receive further information with related to your experience as mentioned above. 

Please feel free to write us on fom.lodge@cinnamonhotels.com for any further clarifications or assistance that you may require. 

We wish you good luck & all the very best.

Kasun Hennayaka
Front Office Manager
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dambulla-Habarana Road Off Kandy Road, Habarana 50150 Sri Lanka","Habarana","Sri Lanka","50150",,"Dambulla-Habarana Road","Off Kandy Road","939424","8.03534","Habarana, North Central Province","80.74923","Cinnamon Lodge Habarana","5014","4.6","46","45","247","1151","3526","https://www.tripadvisor.com/Hotel_Review-g665220-d939424-Reviews-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html","http://www.cinnamonhotels.com/CinnamonLodgeHabarana.htm","2020-01-17","MOBILE","1",,,,,,,,,,,,,,"One of the worst places I have visited,it was such useless service and would never visit again...service the food everything was below par..I would not recommend anyone to visit the place.please think ","Worst place ever ","2020-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g665220-d939424-r739656950-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html",
,"1","662441957",,"en","939424",,"Front Office Manager","662944475","en","2019-04-01","Surajn21","Hi Selem,

Thank you very much for your feedback.

We are saddened to know that we have missed the opportunity to let you experience our usual hospitality at Cinnamon Lodge Habarana. We apologize for any inconvenience caused with regards to you recent booking with us. 

Please feel free to write me on hereunder email, as i would be pleased to assist you with any further inquiries. fom.lodge@cinnamonhotels.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dambulla-Habarana Road Off Kandy Road, Habarana 50150 Sri Lanka","Habarana","Sri Lanka","50150",,"Dambulla-Habarana Road","Off Kandy Road","939424","8.03534","Habarana, North Central Province","80.74923","Cinnamon Lodge Habarana","5014","4.6","46","45","247","1151","3526","https://www.tripadvisor.com/Hotel_Review-g665220-d939424-Reviews-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html","http://www.cinnamonhotels.com/CinnamonLodgeHabarana.htm","2019-03-31","MOBILE","1",,,,,,,,,,,,,,"Worest hotel ever , once they got the money they send us to different hotel less than them, they called it the sister of cinnamon. I chose hotel why and who decide to move me to different hotel. It is the worst ever. I didn't do it because of the issue with the visa and I am still in my country nobody reply to reschedule the booking ignoring to the maximum while I call international they left me on the line for 10 minutes.","UAE","2019-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g665220-d939424-r662441957-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html",
,"0","650966690",,"en","939424",,"Front Office Manager","651503977","en","2019-02-11","Surajn21","Dear Minok,

Thank you for sharing your feedback following your stay at Cinnamon Lodge Habarana. We are pleased to learn that you had a wonderful time.
It truly saddens us to see that you were disappointed with the service experience which was related to the credit card transaction.
After carefully reviewing this particular credit card transactions and the incidental charges that you were agreed by authorizing them, I assure you that there were no any such additional “Financial Charges”. 
However, we do understand that there might be foreign transaction fees applying depends on the credit card service providers still which is not usual to get a 20% extra charge.
Please feel free to write me on below email address as I am pleased to assist you by understanding this better.
Fom.lodge@cinnamonhotels.com	
We would be pleased to have another opportunity to welcome you back to experience our usual hospitality at Cinnamon Lodge Habarana. 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dambulla-Habarana Road Off Kandy Road, Habarana 50150 Sri Lanka","Habarana","Sri Lanka","50150",,"Dambulla-Habarana Road","Off Kandy Road","939424","8.03534","Habarana, North Central Province","80.74923","Cinnamon Lodge Habarana","5014","4.6","46","45","247","1151","3526","https://www.tripadvisor.com/Hotel_Review-g665220-d939424-Reviews-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html","http://www.cinnamonhotels.com/CinnamonLodgeHabarana.htm","2019-02-08","MOBILE","2",,,,,,,,,,,,,,"Nice hotel and services (landscape, nature, room) but be careful on credit card charges they took too much fee (around 20%).
They told me it was my bank but I check it wasn't, it was their financial services !","Nice place but","2019-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g665220-d939424-r650966690-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html",
,"1","632114435",,"en","939424",,"Front Office Manager","634172066","en","2018-11-18","Surajn21","
Dear Guests,
Thank you for your feedback following your recent stay with us. We regret any inconvenience that may have been caused to you during your stay with us. We thank you for the constructive feedback which is truly invaluable to us and we will certainly take the highlighted areas in to consideration for areas of improvement. While thanking you for taking time to write to us, we certainly look forward to welcoming you back at our Hotel, for a stay that we guarantee, will be memorable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dambulla-Habarana Road Off Kandy Road, Habarana 50150 Sri Lanka","Habarana","Sri Lanka","50150",,"Dambulla-Habarana Road","Off Kandy Road","939424","8.03534","Habarana, North Central Province","80.74923","Cinnamon Lodge Habarana","5014","4.6","46","45","247","1151","3526","https://www.tripadvisor.com/Hotel_Review-g665220-d939424-Reviews-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html","http://www.cinnamonhotels.com/CinnamonLodgeHabarana.htm","2018-11-09","OTHER","2",,"Rooms","3","Cleanliness","2","Service","4",,,,,,,"We were 2 rooms and we stayed there for 3 days. The place is very beautiful but we had to sleep with cockroaches and lizards in the same room. Our stay was uncomfortable. When we reported to the management, they changed our room. The new one had the same conditions. Since our stay was fully prepaid they didn't accept to refund back the money so we can move to another property. We were invited to have dinner for 2 consecutive nights and they charged it on the final invoice on check-out, so we had to remind them that this was ""on the house"" to remove it.
when reading the reviews I realized that the presence of insects is a big issue at this place, they should consider solving this issue at least in the rooms.","Insects and Lizards inside the rooms","2018-10","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g665220-d939424-r632114435-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html",
,"1","610172173",,"en","939424",,"Front Office Manager","610529313","en","2018-08-26","Surajn21","Dear Elinor C,
Thank you for sharing your constructive feedback following your recent stay at our resort.
It truly saddens us to see that you were disappointed with the overall experience and the service offered. 
We sincerely regret the inconvenience caused to you during your stay with us. 
We hope you will continue to stay with us on your future visits to Sri Lanka, giving us the opportunity to indulge you in hospitality at its best.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dambulla-Habarana Road Off Kandy Road, Habarana 50150 Sri Lanka","Habarana","Sri Lanka","50150",,"Dambulla-Habarana Road","Off Kandy Road","939424","8.03534","Habarana, North Central Province","80.74923","Cinnamon Lodge Habarana","5014","4.6","46","45","247","1151","3526","https://www.tripadvisor.com/Hotel_Review-g665220-d939424-Reviews-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html","http://www.cinnamonhotels.com/CinnamonLodgeHabarana.htm","2018-08-25","MOBILE","1",,,,,,,,,,,,,,"I tried submitting a review for this place and for some reason it wasn't posted. 
Room- dark and full of bugs
Food- awful
Staff-lazy
Swimming pool- hardly any lounger and nowhere to sit
Eat at the bar- better quality of food as it's made fresh. Stick with fries.","Awful awful awful","2018-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g665220-d939424-r610172173-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html",
,"2","587769368",,"en","939424",,"Front Office Manager","588755991","en","2018-06-19","Surajn21","Dear Jacq S, 
Thank you for your feedback following your recent stay with us. We regret any inconvenience that may have been caused to you during your stay with us. We thank you for the constructive feedback which is truly invaluable to us and we will certainly take the highlighted areas in to consideration for areas of improvement. While thanking you for taking time to write to us, we certainly look forward to welcoming you back at our Hotel, for a stay that we guarantee, will be memorable.","1536","323829108","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/4d/3d/74/photo1jpg.jpg","2048","1536","323829107","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/4d/3d/73/photo0jpg.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dambulla-Habarana Road Off Kandy Road, Habarana 50150 Sri Lanka","Habarana","Sri Lanka","50150",,"Dambulla-Habarana Road","Off Kandy Road","939424","8.03534","Habarana, North Central Province","80.74923","Cinnamon Lodge Habarana","5014","4.6","46","45","247","1151","3526","https://www.tripadvisor.com/Hotel_Review-g665220-d939424-Reviews-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html","http://www.cinnamonhotels.com/CinnamonLodgeHabarana.htm","2018-06-16","MOBILE","1",,,,,,,,,,,,,,"Checked in to a deluxe room. Well appointed but bathrooms need an overhaul and when sold a double room I don’t want two singles pushed together with a cavernous space tween the two mattresses. 

The downside was the two hundred and ninety five people arriving behind us in a coach party - yes really - for a long weekend. The dining room was like a noisy school canteen - long queues, screaming children, too few staff - absolute hell.   Tables around the pool were left uncleared with food and rubbish, attracting flies and insects - ugh!

Can’t comment on  the food as we made the decision to drive to the local town to eat to escape the playground atmosphere and the crowds. I understand hotels fill up, but staffing and catering arrangements must reflect that. So very very disappointed. 

","Avoid at weekends and public holidays - unless you love huge raucous coach partirs","2018-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g665220-d939424-r587769368-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html",
,"3","583221044",,"en","939424",,"Front Office Manager","589871792","en","2018-06-22","Surajn21","
Dear Amanda,

It truly saddens us to see that you were disappointed with the overall experience and the service offered. Please note that we strive to serve our guests with exceptional service. However, we regret that it has not been the same with you.
Please feel free to write us for any further assistance that you may require.
We would be pleased to have another opportunity to welcome you back to experience our usual hospitality. 
fom.lodge@cinnamonhotels.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dambulla-Habarana Road Off Kandy Road, Habarana 50150 Sri Lanka","Habarana","Sri Lanka","50150",,"Dambulla-Habarana Road","Off Kandy Road","939424","8.03534","Habarana, North Central Province","80.74923","Cinnamon Lodge Habarana","5014","4.6","46","45","247","1151","3526","https://www.tripadvisor.com/Hotel_Review-g665220-d939424-Reviews-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html","http://www.cinnamonhotels.com/CinnamonLodgeHabarana.htm","2018-05-27","MOBILE","2",,,,,,,,,,,,,,"We stayed for 3 nights at the end of a 16 night trip to Sri Lanka and I was quite disappointed. Having stayed at some wonderful hotels during our trip , including Cinnamon Wild at Yala, this was the least welcoming and had the lowest standards of all 8 hotels. From the start there was no welcome - the check in was functional but there was no warmth, as we had come to expect from other hotels.  The room was basic, tired and in great need of an upgrade. 

If you don't want to eat buffet dinners then don't stay here! Although they advertise a la carte options these restaurants are tiny and, when we stayed, were not open! This left us with the choice of buffet menu or eating in the bar, so on 2 nights we had a burger in the bar and kne night we braved the buffet but 2 of our party had dodgy stomachs the next day.

Reception also managed to mess up our order for a packed breakfast on the morning we left, as we left before breakfast was served. Despite placing our order and specifying the time, the day before,  our breakfast was nowhere to be seen! Only after we made a fuss did it arrive but with no apology or any sense of urgency, given that we had a 4 hour drive to the airport ahead of us. This hotel lets down the Cinnamon brand

The only real positive at this hotel was the pool, which is beautiful","Tired hotel with very average service ","2018-04","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g665220-d939424-r583221044-Cinnamon_Lodge_Habarana-Habarana_North_Central_Province.html",
,"1","937464224",,"en","15243228",,,,,,,,"4032","727872855","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/57/caption.jpg","3024","4032","727872841","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/49/caption.jpg","3024","4032","727872843","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/4b/caption.jpg","3024","4032","727872838","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/46/caption.jpg","3024","4032","727872851","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/53/caption.jpg","3024","4032","727872850","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/52/caption.jpg","3024","4032","727872842","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/4a/caption.jpg","3024","4032","727872844","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/4c/caption.jpg","3024","4032","727872845","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/4d/caption.jpg","3024","4032","727872846","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/4e/caption.jpg","3024","4032","727872840","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/48/caption.jpg","3024","4032","727872849","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/51/caption.jpg","3024","4032","727872847","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/4f/caption.jpg","3024","4032","727872839","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/47/caption.jpg","3024","4032","727872848","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/50/caption.jpg","3024","4032","727872835","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/43/caption.jpg","3024","4032","727872836","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/44/caption.jpg","3024","4032","727872833","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/41/caption.jpg","3024","4032","727872837","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/45/caption.jpg","3024","4032","727872834","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/75/42/caption.jpg","3024",,,,,"Polkanda Road, Habaraduwa 80630 Sri Lanka","Habaraduwa","Sri Lanka","80630",,"Polkanda Road",,"15243228","5.997029","Habaraduwa, Galle District, Southern Province","80.299866","Tabula Rasa Resort & Spa, A Slh Hotel","201","4.9","1","1","3","7","189","https://www.tripadvisor.com/Hotel_Review-g2104878-d15243228-Reviews-Tabula_Rasa_Resort_Spa_A_Slh_Hotel-Habaraduwa_Galle_District_Southern_Province.html","http://www.hilton.com/en/hotels/cmbtrlx-tabula-rasa-resort-and-spa/","2024-02-08","OTHER","2","Don’t stay here, book another hotel ","Value","1","Location","1","Service","1",,,,,,,"The location was very remote. If you are staying here, please expect to have to get a tuk tuk everyday to and from the main towns such as Unawatuna. Tuk tuk drivers wait outside the hotel and charge roughly 10x the price you would normally expect to pay in Sri Lanka. They are taking advantage of the fact that this is a 5 star hotel and being so remote. These guys are allegedly nothing to do with the hotel, but conveniently sit directly outside and when you ask reception for a tuk tuk - miraculously one of the guys outside comes in to collect you. I suspect the hotel is working with them and splitting inflated profits. 

If you are considering booking a taxi to get you to and from Tabula Rasa, please don’t book with the hotel. They wanted to charge us £120 one way when in reality, this is double the price of booking a transfer through the likes of booking.com or any other reputable transfer company, which offered this service for £60 one way. This is what we chose to do as it was far cheaper. 

The food, be it fairly good, is expensive. Much more than you would expect to pay in other hotels in Sri Lanka. We opted to pay extra to have breakfast provided within our stay. You would naturally assume that water would be included at breakfast right? Well, not exactly. The hotel charges $2 per bottle of water, which I find absolutely disgraceful and disgusting. They are capitalising on the fact you need to drink water in such a hot climate. No complimentary water in the room either, this was also chargeable at $2 a bottle. An utter disgrace as you have already paid for breakfast so this should be included. 

The general condition of the hotel was tired. Flaking paint, rough edges and generally tired interiors can be seen everywhere. Within our room we had broken picture frames, marked walls and general obvious areas of heavy use. This place really does need a freshen up and refurbishment. We have since learned that the hotel has chosen to build another “premium” room instead of improving the current rooms. Very disappointing. 

Staff were pleasant. I overheard what I assume was the owner one day whilst swimming in the pool, having a go at a couple of members of staff. This was done loudly and I could hear every word. Not professional or pleasant to overhear as a paying guest. 

Cleanliness of the room was not good. We paid a lot of money for our room which was priced at $450 per night, to have it properly cleaned would have been appreciated. Instead, our room, was simply cat licked leaving dust and debris through the room each day. Also, furniture throughout the hotel and within our room was old and tired. Sweat marks cover the pool lounge cushions. We had a sofa within our room and a daybed near the window. Each of which were again covered in stains and marks. Again, more complacency from the owners in not ensuring rooms were up to standard. Very disappointing indeed. 

We mentioned to the hotel that this was our honeymoon when booking. We were disappointed to find that the hotel had not made any special efforts to reflect this. Even a simple a acknowledgement would have been sufficient, but nothing. 

Overall we were very disappointed with Tabula Rasa and felt that with some care and attention from the owners, has the potential to become a top hotel.","Not worth the money","2024-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g2104878-d15243228-r937464224-Tabula_Rasa_Resort_Spa_A_Slh_Hotel-Habaraduwa_Galle_District_Southern_Province.html",
,"1","827696381",,"en","15243228",,"General Manager","831617643","en","2022-03-19","Roshan Adhihetty","Dear Dinali, 

Thank you for your feedback and I have discussed this situation and your concerns at length with the management team and taken in to consideration your thoughts on this matter. As you have mentioned, at a time when everyone should be thinking about recovering that’s needed from a difficult time, I agree that we should be giving a fair hearing to all our steak holders. Taking in to consideration that we should all look at working together, may I suggest you contact the undersigned at your convenience (gm@tabularasaresort.com), and if you’re in the area, please visit us at Tabula Rasa Resort.

Thank you, 

With my best wishes, 

Roshan 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polkanda Road, Habaraduwa 80630 Sri Lanka","Habaraduwa","Sri Lanka","80630",,"Polkanda Road",,"15243228","5.997029","Habaraduwa, Galle District, Southern Province","80.299866","Tabula Rasa Resort & Spa, A Slh Hotel","201","4.9","1","1","3","7","189","https://www.tripadvisor.com/Hotel_Review-g2104878-d15243228-Reviews-Tabula_Rasa_Resort_Spa_A_Slh_Hotel-Habaraduwa_Galle_District_Southern_Province.html","http://www.hilton.com/en/hotels/cmbtrlx-tabula-rasa-resort-and-spa/","2022-02-12","OTHER","1",,,,,,,,,,,,,,"I sent an email and asked for travel agent rates and as my client found a better deal online asked the hotel about the rate difference. It was so huge, USD 60 per room per night. I understand that sometimes booking engines have promotions, but still many hotels still try to give agents a better rate and try to work with them. 
This team were rude and very unprofessional and it was my first time trying to get them a booking. Said they are not really interested in working with agents. And I told them that I am going to share my experience as a review. When I checked with some travel agents I was told by many this is the case. Sad and very unprofessional I thought. We all have to come out of these difficult times together.","Didn’t visit, tried to book for a client","2022-01","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g2104878-d15243228-r827696381-Tabula_Rasa_Resort_Spa_A_Slh_Hotel-Habaraduwa_Galle_District_Southern_Province.html",
,"0","1016464488",,"en","11953119",,,,,,,,"1280","811476078","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/5e/24/6e/caption.jpg","960","1280","811476079","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/5e/24/6f/caption.jpg","960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24 Dharmapala Mawatha Dharmapala Mawatha, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"24 Dharmapala Mawatha","Dharmapala Mawatha","11953119","6.911795","Colombo, Western Province","79.85084","Nh Collection Colombo","2616","4.6","49","47","123","352","2045","https://www.tripadvisor.com/Hotel_Review-g293962-d11953119-Reviews-Nh_Collection_Colombo-Colombo_Western_Province.html","https://world.nh-hotels.com/en/nh-collection-colombo","2025-07-04","OTHER","1",,,,,,,,,,,,,,"Found lighters in the toilet paper rolls in a non smoking room. Did not give us our twin beds even though we had them booked.","not a good stay","2025-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d11953119-r1016464488-Nh_Collection_Colombo-Colombo_Western_Province.html",
,"0","1013561310",,"en","11953119",,"Guest Services / Front Office","1013684877","en","2025-06-18","NH Collection Colombo Colombo","Dear Mr. Anand,

Thank you for taking the time to share your recent experience with us. I would like to extend my sincerest apologies for the distressing incident you encountered during your visit to our restaurant at NH Collection Colombo.

Your feedback is deeply concerning and certainly not reflective of the standards of professionalism, courtesy, and hospitality we expect from our team. I was both surprised and disappointed to learn of the way your concerns were handled by our Restaurant Manager, Mr. Ruwan. Please be assured that we take this matter extremely seriously.

We are currently conducting a formal internal review to understand exactly what transpired. Immediate steps have already been taken to ensure corrective action, including disciplinary procedures and mandatory retraining on guest relations and service recovery for the staff involved. We are also reviewing our buffet service protocols to ensure food temperature is monitored and maintained at all times.

On behalf of the entire team, I sincerely regret the embarrassment and discomfort this incident caused you. This is not the experience we wish to deliver to any of our guests, and I deeply regret that we fell short.

Should your travels bring you back to Colombo, I would welcome the opportunity to personally ensure your next experience reflects the high standards that define NH Collection. Please feel free to reach out to me directly should you wish to discuss this matter further.

Kind Regards,
Yann Decaix
General Manager
NH Collection Colombo - ydecaix@minor.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24 Dharmapala Mawatha Dharmapala Mawatha, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"24 Dharmapala Mawatha","Dharmapala Mawatha","11953119","6.911795","Colombo, Western Province","79.85084","Nh Collection Colombo","2616","4.6","49","47","123","352","2045","https://www.tripadvisor.com/Hotel_Review-g293962-d11953119-Reviews-Nh_Collection_Colombo-Colombo_Western_Province.html","https://world.nh-hotels.com/en/nh-collection-colombo","2025-06-18","OTHER","1",,"Value","1","Rooms","3","Location","4","Cleanliness","3","Service","1","Sleep Quality","3","Subject: Formal Complaint Against Restaurant Manager Ruan – Unacceptable Conduct Toward Guest

Dear [Hotel/Restaurant Name] Management,

I am writing to formally lodge a serious complaint regarding an unacceptable incident that occurred during my recent visit to your restaurant. I was extremely disappointed and shocked by the behavior of your restaurant manager, Mr. Ruan, whose conduct was not only unprofessional but also deeply disrespectful.

During my meal, I noticed that the food being served at the buffet was consistently cold — not just one item, but every dish I sampled. As a paying guest, I felt it was well within reason to bring this matter to the staff’s attention, with the expectation that it would be addressed politely and professionally.

To my absolute dismay, when I raised this concern with Mr. Ruan, his immediate response was to raise his voice and shout at me in front of other guests. I remained calm and reminded him that this was not an appropriate way to speak to a customer. I asked him not to raise his voice and questioned if this kind of conduct reflected your hotel’s standards. Instead of correcting his behavior, he continued to argue and speak to me in an aggressive and disrespectful tone.

This escalation left me deeply embarrassed and uncomfortable. At one point, I had to ask him if I should leave my meal entirely or if he intended to continue his behavior — it was that confrontational. Eventually, your chef, Mr. Anuruddha, intervened and appropriately scolded Mr. Ruan for his behavior, at which point he finally left the scene.

While I appreciate Chef Anuruddha’s attempt to de-escalate the situation, the overall experience left a lasting negative impression on me. I came to your establishment expecting hospitality, not hostility.

I would like to ask:

What actions will be taken against Mr. Ruan for this incident?

What steps are being taken to ensure that no guest is treated like this in the future?

I strongly urge your management to provide immediate retraining or take disciplinary action against Mr. Ruan. No guest should ever be shouted at or humiliated for raising a legitimate concern — especially in a hospitality setting.

This incident has significantly impacted my view of your establishment, and I hope that you will take this matter seriously and respond accordingly.
","don't complaint in restaurant that food is cold otherwise rest. MANAGER RUAN will shout on you.","2025-06","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d11953119-r1013561310-Nh_Collection_Colombo-Colombo_Western_Province.html",
