"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","subratings/6/name","subratings/6/value","text","title","travelDate","tripType","url","user"
"4","360019506","en","2461848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"355 Mahawella Road, Tangalle 82200 Sri Lanka","Tangalle","Sri Lanka","82200",,"355 Mahawella Road","","2461848","6.019159","Tangalle, Southern Province","80.79343","Coco Tangalla","288","4.8","1","3","8","33","243","https://www.tripadvisor.com/Hotel_Review-g304142-d2461848-Reviews-Coco_Tangalla-Tangalle_Southern_Province.html","http://www.cocotangalla.com","2016-03-30","OTHER","2","Only one room if you must stay here - King Coco","Location","1","Service","3","Sleep Quality","3",,,,,,,,,"Was so looking forward to a few days relaxation at the end of our tour in Sri Lanka and was horrified to arrive here on a very busy and typically noisy road and right on a bend. Once inside we were shown by very polite and kindly staff to a very small room with a rank bathroom. to say I was upset is an understatement. If I said the width at the end of the bed to the cupboard was two flip flops wide , the same on one side and on the other we had to put our luggage as there was nowhere else for it to go. After one sleepless night we were offered a slightly bigger room with a separate shower which was a minor improvement but after discovering a cockroach by the toilet that night I wasnt impressed. I expected a better standard and would be hard pressed to give this the equivalent of two stars. The staff were patient and kind and the food was fine. The pool was very nice and as there are only 5 bedrooms it was never crowded. The only room worth having was the King Coco. during our 5 nights here we watched a procession of arrivals look as dismayed and disappointed as we were and ended up feeling sorry for the 5 boys who were running the place. This really wasnt good enough and I blame our travel advisor for putting us there as the other hotels we stayed in had been much better. Sorry to be so negative but it was really not good enough.","Big disappointment","2016-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304142-d2461848-r360019506-Coco_Tangalla-Tangalle_Southern_Province.html",
"0","988619962","en","477921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2025-01-12","OTHER","2",,"Value","1","Location","1","Cleanliness","2","Service","1",,,,,,,"Let me me give you the good news first.

The only three things that prevent me from awarding this establishment a 'Poor' rating instead of a 'Terrible' rating are the mini garden with the swing, the young lady who served us tea and the abundance of a multitude of fish swimming freely in the lake.

The rest 'falls' away quite fantastically.

The nature/walking path is in such a state of disarray and neglect; I love a nice stroll and a sit but I do not love rusty, broken benches in dilapidated summer huts.

Moving a bit further, we found a poor little pony locked in a mosquito-infested stall...

The swimming pool was maintained poorly with chipped tiles biting into me on more  than one occasion. The changing rooms were merely glorified toilets.

Then there was the buffet...and the lunch service...

The food was bland, mediocre, disappointing.

And, oh-my-lord the lunch service!

The buffet was set to end at 03:30 pm, however the staff began taking away everything at 03:10 pm, rushing and ruining what would have otherwise been a relaxing lunch.

Step back to before 03:10 pm, and the staff began conversing, discussing and laughing rather too loudly disturbing our (expected) quiet lunch. 
Proper training breeds proper performance.

Historical reputation is a thin robe to veil the naked state of slow decay; sad reminders of better days lay strewn about the grounds.

Nothing to thank you.

Will not be seeing you soon.","Hunas Has Fallen","2024-10","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r988619962-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"0","988380583","en","477921",,,,,,,,"1536","780632437","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/87/81/75/caption.jpg","2048","2048","780632436","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/87/81/74/caption.jpg","1536","1536","780632435","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/87/81/73/caption.jpg","2048","1536","780632434","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/87/81/72/caption.jpg","2048","1536","780632433","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/87/81/71/caption.jpg","2048","1536","780632432","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/87/81/70/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2025-01-10","MOBILE","2",,,,,,,,,,,,,,,,"Hotel is located in lovely green hilly countryside north of Kandy.  Riding by car is at least 1:15 h. 
The last bit of the road is in an extremely bad state. 
Rooms are big and have balcony and a lovely view over the valley. 

There’s no staff to be seen at the reception. 
If someone can be found , English language will not be understood. 

Warm water is only sometimes available 

The pool is big but noisy and no clear water. 

Carpets in the public spaces are rotten and mouldy. 

Food is good but not hot. 

Friendly staff in the restaurant 

Room service extremely bad  

The worst point for us: Hunas falls is advertising hiking and walking in the surrounding. But they’re are unable to provide maps or jpx data. No path signs. Nothing 

And the last. 

It’s a really big hotel.  We stayed Alone during high season.","Ambivalent Hotel in a poor state in lovely surroundings","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r988380583-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"0","982556595","en","477921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2024-11-28","OTHER","2","Check facilities before u go. A bit dated hotel. No proper wifi ","Value","3","Rooms","4","Location","5","Cleanliness","5","Service","4","Sleep Quality","5",,,"I am 12 years old. We visited this hotel with my Father on his office trip. It was a disaster. First the room was very good but there was not enough water pressure, the buffet was very good. The pools shallow end was not level and not good for us kids.  The pool table was broken, no english books , The staff were ok and friendly","From a 12 year old","2024-11","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r982556595-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"0","960587423","en","477921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2024-07-21","OTHER","2",,"Value","2","Rooms","4","Location","5","Cleanliness","4","Service","1","Sleep Quality","4",,,"While I admire the location, beautifully managed garden and the nature hotel service was far from my expectations.  I had bad customer care from the reservation.  The website didn't allow me to book online using debit/credit card, so I had to call hotline.  Once the payment was done through a bank transfer, had to call/WhatsApp multiple times to receive confirmation.  Reservations continuously ignored my calls and queries, and never returned calls.  We were informed to be ready for breakfast at 07:30 so that we can start a jungle trail at 08:30.  To our surprise, the staff was still cleaning the floor at 07:30, and the breakfast was not served delaying our jungle trail as well!  Out of thousands of hotels I have visited in my life, this is the first hotel which didn't serve tea/coffee at the breakfast!  Tea/coffee were not served for 20 finish since ordered, so we had to give it up to be on time for the jungle trail.  While on the jungle trail, the manager called the guide multiple times and instructed to slow down until some late guests to join us wasting our precious time that could have been spent on something else.  Room service was too slow.  What was confirmed to be delivered was not available, but we were never informed until the rest was delivered.  When asked the waiter said they called the room, but 3 of us were in the room who didn't hear a phone ringing.  Either he was lying or the phone system doesn't work.

It is sad to see such a nice hotel in a beautiful nature has fallen into this level due to poor management.","Beautiful nature, nice surrounding, but very poor service","2024-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r960587423-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"0","875397738","en","477921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2023-01-17","OTHER","1","Do not expect what is shown on social media. ","Value","1","Location","5","Service","3",,,,,,,,,"I like to start off by saying the scenery is out of this world and the location is truly unmatchable. However , the operations / management of the hotel was very disappointing. Infact we shortened our stay and checked out in one night though we had booked for two. 
The staff can not be blamed as they did try their best - but they had limited knowledge and limited resources. What was appalling the most is it didn’t match the standards of advertising at all. The stories and posts the pages share are a complete misrepresentation.
On arrival we were informed that hot water is only available from 6.30-9.30 am and pm. While on your end there might be difficulty, what you must understand is in this day and age no one goes to a hotel paying close to 40 K a night for basic resources to be withheld as almost every house now has geysers . 
Then we were informed of a power cut. A hotel that has a power cut???? Even my house has an inverter and we didn’t pay so much and come all the way to stay in the dark in an unknown place risking our safety and sacrificing our comfort.

Next the food, while the staff did try their best to accommodate us - more that 3/4 of the menu wasn’t available quite contrary to what is posted on social media. There are advertisements of a games room which looked very enticing . But we found a pretty old and dilapidated room where most games were not even available. Even the hotel couldn’t be viewed properly as the lights were constantly off. We felt very unsafe and unproductive. Extremely dissatisfying","Complete misrepresentation on social media","2022-10","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r875397738-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"0","872004828","en","477921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2022-12-17","OTHER","1",,"Value","1","Rooms","1","Service","1",,,,,,,,,"I booked this hotel for my cousin on 22nd August for two nights in December. The rate on their official website was LKR 44,000 for two nights and I received the booking confirmation after the payment. 3 Weeks later, I get an email asking for LKR 79,000 for the hotel that I already booked, saying that they have increased the prices. An 80% increment on the price within 3 weeks!!! 

I emailed them asking them to be reasonable since we already had the confirmed booking, and guess what, they are offering LKR 3900 reduction in the rates. How INSANE. After asking for a refund, they took 3 more weeks to refund our money, resulting in us missing most of the offers available in other places. They said they are waiting for the management to approve the refund. I mean, Seriously?

The Worst Hotel Experience I ever had. 

Please avoid this irresponsible, untrustworthy and unprofessional place.","AVOID at All Cost","2022-08","NONE","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r872004828-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"0","838844922","en","477921",,,,,,,,"867","594231077","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/6b/3f/25/the-hunas-falls-hotel.jpg","1156","1156","594231078","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/6b/3f/26/the-hunas-falls-hotel.jpg","867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2022-05-17","OTHER","1",,,,,,,,,,,,,,,,"Hunts falls hotel food and beverage service staff was incredible specially Chaminda. Waiter .Sidath butler. Wasantha & Hemantha. F&B Excutive they're most popular and valuable staff. Customer satisfaction is high standards. I been many places for holidays but hunas falls hotel is best destination for specially for HONEYMOON couples. 
I was booked this place through my friend is Sidath butler.I  work with Sidath Maldives he works under me.. He was recommended hunas falls hotel.  In case there was a time I was really disappointed since I  gifted something very small to my friend, but the management fired him due taking the gift that I have given to him. I believe management will revised the decision with the good manner to continued his carrer with the Hunasfalls hotel. I am willing to promote Hunasfalls hotel outside from Sri Lanka & I have big trust on the Hunasfalls management.","Despondent about the management","2022-05","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r838844922-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"1","804250239","en","477921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2021-08-16","MOBILE","1",,,,,,,,,,,,,,,,"As hotel Hunas falls was known to be one of the best hotels in Kandy I made a reservation for a double room for 6th of August 2021. I made this reservation on mid July and hotel requested a 50% of advance payment to complete the booking. Hence I deposited the money on same day and I confirmed my booking. However I got a call from the hotel on 28th of July saying hotel is closed until 7th of August. Since I already arranged my trip I told the hotel that we are not in a situation to change our date hence I need my advance payment back as we have to look for another hotel to stay. Then they were agreed with it and they asked me to send a mail requesting for a refund. On same day (28th July) I sent them the mail as they requested but I never received the refund or even a reply to my mail. On 10th of August I sent them a chaser mail but still no response.

Last few days I called the hotel and they took my contact details and said they will call me back but they never called me back. This was happened twice. I am utterly disappointed with the service provided by this hotel to me so far. When these things happens as guests we are scared to make advance payments for hotel bookings. 

Now it is almost 1 month since I made the payment but I am yet to receive any kind of a response from the hotel.","Not responding for customer requests","2021-08","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r804250239-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"3","750184491","en","477921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2020-03-09","OTHER","1",,,,,,,,,,,,,,,,"The road leading up to the hotel is in extremely bad condition. Whilst dangerous, it is also not responsible on the part of the Hotels' Management to allow guests to travel here under these conditions. 

We are extremely disappointed with the Hotel and its Management which caused serious damage to the vehicle we were traveling in. This is NOT acceptable and we CAUTION all travelers to Hotel. We believe the Hotel should not operate and accommodate guests until such time the road leading up to the hotel has been repaired.","Access road makes hotel visit Horrible!!","2020-03","NONE","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r750184491-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"1","654724471","en","477921",,"CRM","654885031","en","2019-02-25","Customer Relati... E","Dear Mayank 

Ayubowan from Amaya Resorts and Spas! 

Thank you for selecting Amaya Hunas falls. We deeply regret to note the issues mentioned and we consider as a prime responsibility to express our deepest apologies since we have not managed to fully satisfy your needs due to the specific unfortunate and seldom incidents. Your comments will be  passed to the  management team for immediate corrective action. 

Warmest Regards,

Deepika Disssanayake
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2019-02-25","MOBILE","1",,,,,,,,,,,,,,,,"Horrible food! Horrible service.. ac’s dont work.. very negative attitude of staff.. ask for trekking.. staff on leave.. ask for spa.. staff on leave.. ask for dinner at 7.. not started.. ask for wine on menu.. mostly not available..","Amaya hunas falls","2019-02","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r654724471-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"0","640814722","en","477921",,"CRM","641231071","en","2018-12-23","Customer Relati... E","Dear Wathsala

Ayubowan from Amaya Resorts and Spas! 

Thank you for taking time to post this review following your visit. All your valuable complements and comments are well noted .We are sorry to note that you were disturbed by the noise made by some guests.  . Thank you again and Hope you will be our guest in the future as well.

Warmest Regards,

Deepika Disssanayake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2018-12-21","MOBILE","1",,,,,,,,,,,,,,,,"The rooms are not sound proff and there are some really loud people who doesnt know to behave when they come to a hotel, screaming nonstop disturbing everyone. This is our 4th visit to this hotel but the first time we had such bad experience. We got one more night to go .. hoping it'll be better.","Worst Ever Holiday","2018-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r640814722-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"0","602302478","en","477921",,"CRM","603171689","en","2018-08-05","Customer Relati... E","Dear Guest, 

Ayubowan from Amaya Resorts and Spas!

Thank you for your review of your stay with us. We always appreciate hearing from our guests, including places of improvement. We apologize that the comfort of your stay was interrupted and We will definitely take your comments to our team to ensure that in the future, these are not recurring issues.

Thank you for your valued patronage. 
Warmest Regards, 

Deepika Dissanayake
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2018-08-03","MOBILE","1",,,,,,,,,,,,,,,,"They should rename the place Moth Falls because there are significantly more moths than people in this hotel. Moldy carpeting and stained walls complement the barely-attached toilet seat and leaky shower. The housekeeping staff appear to be doing nothing, as a dead mosquito remained crushed on the wall from the previous tenants of our room. To top it all off, the food is awful, the fish tasted like it had been caught last year. The rooms are disgusting and the service is mediocre (we were welcomed by a front desk person who said no more than two words to us and took over 20 minutes to check us in without explanation), save your money and stay elsewhere.","Don’t go","2018-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r602302478-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"5","595303812","en","477921",,"CRM","596948323","en","2018-07-17","Customer Relati... E","Dear  Guest, 

Ayubowan from Amaya Resorts and Spas! 

First and foremost please allow us to extend our sincere gratitude for the time and effort you have put into posting this review.

Considering the majority of the reviews we have received, Amaya Hunasfalls is  considered to be an exceptional hotel in ambiance , hospitality and cuisine that illustrates its  commitment to genuine hospitality. We certainly regret for not meeting the expected standards during your stay. Your feedback is shared with the management to prevent such shortcomings occur in the future. 

Once again we do apologize for any inconvenience caused and hope you will one day return.

Warmst  Regards, 

deepika Dissanayake
Amaya Resorts and Spas

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2018-07-11","OTHER","1",,,,,,,,,,,,,,,,"We travelled as a group of 6 (3 couples). Arrived at the hotel almost an hour after the scheduled check in time. But got to know that my room  was not ready yet so we took a walk through the stunning garden. This resort is located in a stunning landscape. But some basic errors of the management and some rude and neglecting members of the staff ruined our stay completely. 
1.	Hot water was not working properly in my room. And the direction of the faucet was messed up. (On left for the wash basin tap and on the right tap for the shower with no red or blue marks on it.)  
2.	Asked for an iron and a board twice, but never got it so I had to go for the dinner in my gym clothes.
3.	At the restaurant we were totally neglected and no one even offered the drinks menu to our table. (But they were very attentive to some selected tables) 
4.	Food was bland. Fish tasted like fried with old oil. Same desserts for both dinner and lunch.
5.	At the dinner service I spotted someone has put the spoon from a meat dish to a vegetarian dish. When I returned there some 20 minutes later it was still there. 
6.	One of my friends booked a suite with a kitchenette, when asked while booking they said it is fully functional. But the kitchenette was only a non-functioning stove and a couple of glasses plus a bigger refrigerator.  
7.	When asked about how it functions they said that it is there for Arabic customers who bring their own food and ‘cookware’ with them. (Are you serious now?)
8.	 They sent a fruit platter to the suite but had to call the housekeeping again to tell that we can’t eat fruits without a knife to cut them.

9.	After calling few times again finally an iron was delivered to our room. It looked like an antique. (Photos attached). I was almost electrocuted attempting to put some water to the steamer. 

10.	After all the terrible things I decided to take my wife for a spa treatment, when asked about the spa they had a nice answer. ‘’Sir, the spa is opened but we don’t have a therapist today.’’ 
11.	Almost all the people at the restaurant were not even bothering to smile when they spoke to us.

Finally it came to a breaking point when we asked for a little late check-out. Even without asking the reason or anything they rejected it saying ‘’we are full today’’. So I had to remind the person at the reception that we had to wait for some time to get our rooms even we arrived an hour late. His response was ‘’ the room was ready but you went for a walk.’’ Believe me he was the same person who told us that one room was not ready when we arrived. Having enough bad experience I decided to call the manager. 
The assistant manageress listened to our experiences and promptly apologized for the inconvenience. But it didn’t change anything as they have already ruined our hardly found day off. This happened just before the lunch, after which we checked out. Suddenly at lunch service everyone at the restaurant (same people who neglected us for 2 meals) came to us to talk. 
As we booked this stay for a credit card offer, the only thing I can assume is that the staff treats the locals who come to stay with them using such offers as third class customers.  So please do not offer such discounts if you don’t want locals to stay at your property. Because most of the people find it very hard to find a time for a getaway from work and hate it when that day is ruined. And it’s really sad that such a stunning place is abused by the bad attitudes of handful of people.  
","If you don’t want us to stay – just admit it","2018-06","NONE","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r595303812-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
"4","568885722","en","477921",,"Customer Relationship Executive","570715526","en","2018-04-03","Customer Relati... E","
Dear  Guest, 

Ayubowan from Amaya Resorts and Spas!

Thank you for your review of your past stay with us. We always appreciate hearing from our guests, including places of improvement. We  apologize that the comfort of your stay was interrupted and We will definitely take  your comments to our team to ensure that in the future, these are not recurring issues.

Thank you for your valued patronage. 
Warmest Regards, 

Deepika Dissanayake
Customer Relationship Executive
Amaya Resorts and Spas

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkaduwa - Wattegama Road, Wehigala East 21012 Sri Lanka","Wehigala East","Sri Lanka","21012",,"Elkaduwa - Wattegama Road","","477921","7.400996","Wehigala East, Central Province","80.69062","Hunas Falls Hotel","808","4.5","21","24","38","202","523","https://www.tripadvisor.com/Hotel_Review-g25235637-d477921-Reviews-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html","https://www.hunasfallshotelkandy.com/","2018-03-26","OTHER","1",,"Cleanliness","1","Service","1","Sleep Quality","1",,,,,,,,,"I'm beginning to think we went to a different hotel from that described by other reviewers. We were there over the Christmas / new years break. From what the staff told us, the hotel had been struggling with occupancy rates and this was the first time in a while they had a fully booked hotel. Lets just say it showed. Initially, the reception looked and felt quite nice with a bit of an old ski lodge feel to it, but that's where the niceness ended for us. I don't think the room had been cleaned in a while, we actually had to get a hoover in to sort out the room ourselves. The shower leaked so every time it was used, the room was flooded, bringing up all kinds of dirt hidden in the  bathroom and I dare not imagine what else. Amenities were poor e.g. no fridge in the room. When we complained to the manager, he really had no response except to say he will swap our room the next day. It was a real shame as the location is beautiful. Unfortunately our longgggggg drive up to reach the hotel was just not worth it.","Heinous Falls","2017-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g25235637-d477921-r568885722-Hunas_Falls_Hotel-Wehigala_East_Central_Province.html",
