"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","subratings/6/name","subratings/6/value","text","title","travelDate","tripType","url","user"
,"0","994414690",,"en","2038179",,"Marketing","995237515","en","2025-02-24","Noel Amath","Dear Michael,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept out sincerest assurances that all the issue you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail. We do apologize for the inconvenience of the construction, however this was due to an unavoidable and urgent rectification that needed to be done to ensure safety of both our valued guests and our staff. 

Rest assured we will also be reaching out to you through your travel agent, who will no doubt update you in due course.

Regarding our reviews and responses on Tripadvisor, please do note that our reviews are all placed by our valued guests and are all personally responded to by yours truly.  

We would also like to humbly invite you back to our hotel, so you can see first hand the corrective action taken as well as to give us the opportunity to  provide you with the true GFH experience, you should have been provided during your stay with us.

Thank You and Best Regards

Noel - Galle Face Hotel

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-02-17","MOBILE","1",,,,,,,,,,,,,,,,"The hotels website states 

“Sri Lanka’s iconic landmark, The Galle Face Hotel, is situated in the heart of Colombo, along the seafront and facing the famous Galle Face Green. One of the oldest hotels east of the Suez, The Galle Face Hotel embraces its rich history and legendary traditions, utilizing them to create engaging, immersive experiences that resonate with old and new generations of travellers alike”

Sadly this old world charming hotel is in need of a new world face lift!

We booked a delux room - it was far from the delux tag given, we moved rooms to a better one albeit it was dirty and needed a further clean!

We ate in the A Lo Cubano restaurant which offers great sunset views and reasonable quality food - nothing too special but perfectly fine for our stay.

Breakfast was buffet style and disappointing, floors dirty, service areas dirty and food carts displaying more than just food - a good clean and some attention to detail would not go a miss.

Overall the hotel is in need of at the very least a deep clean and a robust approach to maintaining the first impressions of public areas or perhaps it’s now time for the owners to spend some money and make this hotel great again?

The irony - the pool bar is being refurbished- great news it’s just a pity you decided to do this in the height of the busy season so my last few hours in Sri Lanka were spent by the pool with the dulcet beat of a jack hammer and demolition work 😩

It’s clear from service that some of the staff lack training and customer care skills however many are helpful and try to do their best.

Finally, and it’s just an observation, I fully appreciate everyone has a different perspective of what good looks like and this is just mine however, reading the reviews, when a negative is written I can’t help notice the same day several positives are also written to counter balance the score - or perhaps just I’m overthinking this!","Old world charm lost!","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r994414690-Galle_Face_Hotel-Colombo_Western_Province.html",
,"1","994127289",,"en","2038179",,"Marketing","995236969","en","2025-02-24","Noel Amath","Dear Ms. Tracy,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept out sincerest assurances that all the issue you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail.

We would also like to humbly invite you back to our hotel, so you can see first hand the corrective action taken as well as to give us the opportunity to  provide you with the true GFH experience, you should have been provided during your stay with us.

Thank You and Best Regards

Noel - Galle Face Hotel

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-02-15","OTHER","2",,"Value","2","Rooms","2","Location","5","Cleanliness","3","Service","1","Sleep Quality","1",,,"Spent 1 night at Galle Face prior to catching early morning flight back to UK. Beautiful colonial building on outside but tired and very old interior. Service at outside bar area very slow and staff rude. Whilst checking in advised receptionist we would be leaving very early in the morning to airport. Not happy we could hear music from DJ in our room until 12am. 
Would not stay again","NOT IMPRESSED","2025-02","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r994127289-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","992961608",,"en","2038179",,"Marketing","995235733","en","2025-02-24","Noel Amath","Dear Ella,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept out sincerest assurances that all the issue you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail.

We would also like to humbly invite you back to our hotel, so you can see first hand the corrective action taken as well as to give us the opportunity to  provide you with the true GFH experience, you should have been provided during your stay with us.

Thank You and Best Regards

Noel - Galle Face Hotel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-02-10","OTHER","2",,,,,,,,,,,,,,,,"The service tempo and attention of most of the staff is highly disappointing, mould and paint stains are visible all over the south wing… I really expected more.  Good drinks, bad food in the main restaurant and pool bar place. The salt water pool is very nice.","Glory days long gone","2025-02","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r992961608-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","992909589",,"fr","2038179",,"Marketing","995235635","en","2025-02-24","Noel Amath","Dear Valued Guest,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept out sincerest assurances that all the issue you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail. The renovations were unavoidable necessities as we were compelled to address these matters to ensure our beloved Grand Damme is restored to her resplendent glory and to offer our valued guests an improved experience. 

We would also like to humbly invite you back to our hotel, so you can see first hand the corrective action taken as well as to give us the opportunity to  provide you with the true GFH experience, you should have been provided during your stay with us.

Thank You and Best Regards

Noel - Galle Face Hotel
","975","785747645","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/bd/caption.jpg","1734","975","785747646","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/be/caption.jpg","1734","975","785747647","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/bf/caption.jpg","1734","975","785747648","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/c0/caption.jpg","1734","975","785747649","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/c1/caption.jpg","1734","975","785747650","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/c2/caption.jpg","1734","975","785747651","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/c3/caption.jpg","1734","975","785747652","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/c4/caption.jpg","1734","975","785747653","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/c5/caption.jpg","1734","975","785747654","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/d5/8e/c6/caption.jpg","1734",,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-02-10","MOBILE","1",,,,,,,,,,,,,,,,"Nous avons séjourné 2 semaines dans une grande chambre vue océan avec balcon pour les fêtes de fin d'année, la chambre était vieillotte avec une fenêtre non isolée, très bruyante, l'hôtel n'est pas adapté à la clientèle européenne aussi bien au niveau normes de qualité et cuisine très épicée, le buffet international non épicé est très petit. C'est un hôtel de passage où il ne faut pas séjourner plus d'une nuit 
L'hôtel privilégie sa clientèle extérieure pour l'organisation de mariage et d'événements très bruyants ,pendant notre séjour : 3/jours, sur 2 semaines le jardin n'a été accessible qu'une journée le reste du temps il y avait des chapiteaux avec montage et démontage quotidien envahissant et bruyant. Le 31/12 l'hôtel a privatisé tout ces équipements pour une clientèle extérieure au détriment des clients, nous ne pouvions accéder à rien même pas au feu d'artifice  
Durant notre séjour l'hôtel était continuellement en travaux : piscine, front de mer sans aucune compensation et cela pendant les fêtes de fin d'année.
Le service d'organisation des excursions est très cher et nous avons été mal conseillés.
Les restaurants sont bruyants,(DJ en fin de journée ) surtout celui de la piscine ou le gérant est désagréable et réserve toutes les tables pour une clientèle extérieure qui vient pour le coucher de soleil au détriment de la clientèle de l'hôtel qui est invité à rester debout au bar pour finir sa consommation.
Les repas sont souvent servis froid, une heure après la commande, service très long.
Le personnel est gentil sauf celui de la réception qui ne comprend rien à vos demandes, les tarifs sont excessifs  150$ pour avoir la chambre à 6h30 au lieu de 14h  et 200$ pour quitter la chambre à 20h au lieu de 12h. Ces prestations sont souvent offertes aux clients pour de longs séjours.
Bref hôtel a fuire pour une clientèle européenne, pas du tout dans les normes, ne pas y séjourner plus d'une nuit , nous n'y retournerons jamais ","Horrible séjour de 2 semaines ","2024-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r992909589-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","990857616",,"en","2038179",,"Marketing","992064904","en","2025-02-03","Noel Amath","Dear Valued Guest,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept out sincerest assurances that all the issue with plumbing you mentioned in your review is being looked into very seriously and immediate corrective action will be taken without fail. 

With regards to your query on the exchange rates, do please note that THASL (The Hotel Association of Sri Lanka) provides its members (including GFH) a common rate to be offered to guests across all member hotels, which is the rate offered to all our valued guests.   

We would also like to humbly invite you back to our hotel, so you can see first hand the corrective action taken as well as to give us the opportunity to  provide you with the true GFH experience, you should have been provided during your stay with us.

Thank You and Best Regards

Noel - Galle Face Hotel

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-01-28","OTHER","2",,,,,,,,,,,,,,,,"Plumbing needs extensive repairs. On the day, open market exchange rate was LKR 302.5 per USD; however, hotel gave me LKR 282.0 per USD. I felt compelled to accept the rate considering no other option was available at the time of checkout. Hotel management might have their reasons to offer such a low rate; however, patrons must not suffer that much loss.","A peek into the colonial past of Sri Lankan History","2025-01","SOLO","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r990857616-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","990000555",,"en","2038179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-01-20","OTHER","1",,"Value","3","Rooms","1","Location","5","Cleanliness","3","Service","3","Sleep Quality","3",,,"The service, facilities, and meals were all impeccable, and I have no complaints.
However, while on my next flight, I discovered that $200 ($100 bill×2) in cash, which I had stored in the in-room safe during my stay, had been stolen.
I never imagined I would have such a terrible theft experience at such a prestigious hotel.","in-room safe","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r990000555-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","989885096",,"en","2038179",,"Marketing","990145003","en","2025-01-21","Noel Amath","Dear Wolfgang,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept our sincerest apologies for any inconvenience and our fullest assurance that all the issues you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail. To this end we would like to reach out to you to discuss this with you in more detail. 

As such I would very much appreciate if you could reach out to me via email at noel.amath@gallefacehotel.com or via whatsapp or phone on +94772663472 at your earliest convenience.  

Thank You and Best Regards

Noel - Galle Face Hotel
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-01-19","MOBILE","1","Don’t go there, despite the nice location by the ocean.",,,,,,,,,,,,,,,"The Hotel should change the name to: Galle NOISE Hotel. During my entire stay there was construction for some events in the garden going on. Very uncomfortable, no chance to enjoy the Pool and Garden. Very loud party until 6am. Next day and night construction carried on for yet another event. Obviously the Hotel is more interested in their local guests and their events than in the comfort of the overnight guests.
Waiters nervous and chaotic (coffee needed 15 min and the cake yet another 20 min.
Doors and windows in the room didn’t stop the noise at all, they need an urgent replacement.
2 washrooms only for about 200 diners, both about 100 meters away - could create some unpleasant experience.","Hotel should be called: Galle NOISE Hotel","2025-01","SOLO","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r989885096-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","989583350",,"en","2038179",,"Marketing","989878776","en","2025-01-19","Noel Amath","Dear Valued Guest,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept our sincerest apologies for any inconvenience and our fullest assurance that all the issue you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail. 

To this end we would like to reach out to you to discuss this with you in more detail. As such I would very much appreciate if you could reach out to me via email at noel.amath@gallefacehotel.com or via whatsapp or phone on +94772663472 at your earliest convenience.  

Thank You and Best Regards

Noel - Galle Face Hotel

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-01-17","MOBILE","2",,,,,,,,,,,,,,,,"Poor check in experience and subsequently...  Our travel companions had booked the rooms and thought they had paid in full.  We arrived at 4pm and rooms were still being cleaned.  Initially we were told the rooms hadn't been paid, but when we challenged this they said 'yes, they had'.  Our credit card was taken allegedly to pre charge incidentals, but the hotel charged $1,600! We had booked ocean view double rooms, but we're taken to side view, twin rooms.  Very unhappy at this stage...
Eventually swapped rooms, but lost WiFi - they took us off the old rooms, but took some time to set up the new rooms...
Our new rooms had obscured views, were tired and smaller, but at least were double, ocean view.
Our friends agreed to pay again and sort out when they got home.
Afternoon tea was unusually self-service, with limited tea selection for Sri Lanka, but wide range of foods and good value compared to elsewhere 
Cocktails on the lawn for sunset were good, and piping the flag down interesting, but spoilt by poor service - I had to ask for bill twice, then track down the waiter who had taken my credit card.  Although he had charged the card, he didn't initially stop his chatting with other staff to return the card.
We're here for two nights, so sincerely hope tomorrow brings a better experience!","A lovely building in a great location, but sadly the worst hotel experience during our Sri Lanka trip and perhaps also during ma","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r989583350-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","988841190",,"en","2038179",,"Marketing","988940669","en","2025-01-14","Noel Amath","Dear Valued Guest,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept our sincerest apologies for any inconvenience and our fullest assurance that all the issue you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail. To this end we would like to reach out to you to discuss this with you in more detail. As such I would very much appreciate if you could reach out to me via email at noel.amath@gallefacehotel.com or via whatsapp or phone on +94772663472 at your earliest convenience.  

Thank You and Best Regards

Noel - Galle Face Hotel
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-01-13","OTHER","1",,,,,,,,,,,,,,,,"Very few choices for the lunch buffet and none of them were tasty as I expected.. Very disappointed and not even upto average standards.. Service also is very poor. I don't recommend this type of a buffet to celebrate any of your family occasion because it's not worth it","Disspointed lunch out in onegalleface hotel","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r988841190-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","988802386",,"en","2038179",,"Marketing","988940051","en","2025-01-14","Noel Amath","Dear Fiona,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept our sincerest apologies for any inconvenience and our fullest assurance that all the issue you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail. 

To this end we would like to reach out to you to discuss this with you in more detail and explain the taxes involved as well as work on a acceptable offer for you. 

As such I would very much appreciate if you could reach out to me via email at noel.amath@gallefacehotel.com or via whatsapp or phone on +94772663472 at your earliest convenience.  

Thank You and Best Regards

Noel - Galle Face Hotel
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-01-13","MOBILE","2",,,,,,,,,,,,,,,,"This is to warn other tourists trying to book direct with hotel using their anniversary offer .50% off  in some cases . 
I booked 4 nights in August inclusive of taxes only to  find another tax slapped on equating to well over £400
I cancelled going else where . They need to be open and transparent  on their website ! 
I doubt this is a good offer !","Not open and honest on their website","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r988802386-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","988602596",,"en","2038179",,"Marketing","988700645","en","2025-01-12","Noel Amath","Dear Valued Guest,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Also please do accept out sincerest assurances that all the issue you mentioned in your review are being looked into very seriously and immediate corrective action will be taken without fail.

We would also like to humbly invite you back to our hotel, so you can see first hand the corrective action taken as well as to give us the opportunity to  provide you with the true GFH experience, you should have been provided during your stay with us.

Thank You and Best Regards

Noel - Galle Face Hotel

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-01-11","MOBILE","1","Avoid this hotel at all costs.",,,,,,,,,,,,,,,"The hotel itself is dated and shabby. The service is awful. They promised to deliver an extra bed to our room. Didn't. So we ended up 3 in a bed. When I pointed this out to reception the next morning I didn't even get an apology. I asked them to bring our bags down while we ate breakfast. They didn't. The food at breakfast was poor and the restaurant itself was chaos. Far too many people and far too few staff. Took ages to just get a cup of coffee. Overall simply appalling.","Appalling.","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r988602596-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","988580464",,"en","2038179",,"Marketing","988701471","en","2025-01-12","Noel Amath","Dear Ms. Valued Guest,

Thank you for your candid review, we sincerely appreciate your feedback and are keen to rectify the issues mentioned.

Further, please accept our humble assurances that racism has no room at the Galle face Hotel! this may well have been an instance where the table you requested had a prior reservation, one that admittedly should have been conveyed to your esteemed self in a much more effective and convivial manner. Nonetheless, please do be assured that we will look into this matter with all due diligence and address same with out team to ensure such occurrences are not repeated.

We would also like to humbly invite you back to our hotel, so you can see first hand the corrective action taken as well as to give us the opportunity to  provide you with the true GFH experience, you should have been provided during your stay with us.

Thank You and Best Regards

Noel - Galle Face Hotel

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,2 Galle Road, Colombo 00300 Sri Lanka","Colombo","Sri Lanka","00300",,"3,2 Galle Road",,"2038179","6.920018","Colombo, Western Province","79.84597","Galle Face Hotel","4348","4.5","105","121","239","881","3002","https://www.tripadvisor.com/Hotel_Review-g293962-d2038179-Reviews-Galle_Face_Hotel-Colombo_Western_Province.html","http://www.gallefacehotel.com/","2025-01-11","OTHER","1",,,,,,,,,,,,,,,,"Internalized racism live & well… not quite shedded their colonial legacy I suppose. Asked for a seat close to the sea for breakfast and they said the table was unavailable although it looked vacant. Literally the moment I sat at a less desirable spot a less brown couple were seated at the table. Spoilt my day.","Service inconsistent","2025-01","SOLO","https://www.tripadvisor.com/ShowUserReviews-g293962-d2038179-r988580464-Galle_Face_Hotel-Colombo_Western_Province.html",
,"0","968933460",,"en","25367549",,"Guest Services / Front Office","969105821","en","2024-09-10","Room division manager Grand Serendib Hotel","Dear Valued Guest 

Thank you for sharing your Valuable Feedback.  We appologize for the inconvenience that we coudnt provide an experience you were looking for. We assure you that we have taken a note of your mentioned points, However we have offered a Room Change with a balcony upon arrival since it was not accepted and agreed to stay on the same room, following day we took an Effort to fulfill your expectations. However we have informed to the relevant departments regarding the issues that you have been through. We hope to see you once again to have a better experience with us. Thank you. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#12 Mahamaya Mawatha, Kandy 20000 Sri Lanka","Kandy","Sri Lanka","20000",,"#12 Mahamaya Mawatha",,"25367549","7.285418","Kandy, Kandy District, Central Province","80.644485","Grand Serendib Hotel","265","4.7","4","6","10","28","217","https://www.tripadvisor.com/Hotel_Review-g304138-d25367549-Reviews-Grand_Serendib_Hotel-Kandy_Kandy_District_Central_Province.html","https://www.grandserendibhotel.com","2024-09-08","OTHER","1",,"Value","1","Rooms","1","Location","3","Cleanliness","2","Service","1","Sleep Quality","1",,,"I regret to say that our stay at the Grand Serendip Hotel in Kandy was far from the relaxing experience we hoped for. Despite our initial positive impression from their rooftop bar, our stay was marred by a series of disappointments.

We booked a deluxe room with a balcony, but upon arrival, we were informed that the room didn’t have the balcony. The hotel promised us a double upgrade for the final night, but this turned out to be an empty promise. The room we were eventually given was smaller and less appealing than our original room, with a tiny balcony that hardly met our expectations.

The issues didn’t stop there. The voucher we received for the rooftop bar was misleading. We were told we would get a free drink and a 10% discount, but when we tried to use it, the staff claimed that only the 10% discount was valid and refused to honor the free drink. The food and drinks we had were subpar, with poor quality and slow service. We were also not provided an itemized receipt for our bill, which led to confusion and frustration when we were charged inconsistently with what was promised.

The staff, particularly the head concierge Nikitha, were unhelpful and condescending. We were made to feel like an inconvenience rather than valued guests. After numerous attempts to resolve the issues, including an unacceptable bill and rude service, we were eventually offered a partial discount as compensation.

In summary, our stay was plagued with poor service, unfulfilled promises, and a lack of professionalism. I would not recommend the Grand Serendip Hotel based on our experience.","Horrific","2024-09","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304138-d25367549-r968933460-Grand_Serendib_Hotel-Kandy_Kandy_District_Central_Province.html",
