"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","1009216080","en","1052197",,"Marketing","1009935004","en","2025-05-27","chaarya resorts  and spa","Thank you so much for your recommendation and review. We hope to see you again at Chaarya resorts!","2048","804826168","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f8/ac/38/caption.jpg","1536","1536","804826169","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f8/ac/39/caption.jpg","2048","2048","804826170","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f8/ac/3a/caption.jpg","1536","2048","804826171","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f8/ac/3b/caption.jpg","1536","1536","804826172","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/f8/ac/3c/caption.jpg","2048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2025-05-25","MOBILE","3",,,,,,,,,,,,,,"We arrived to our accommodation and we were met with lack lustre unfriendly staff 

Then the service was amazing 
Dinner food amazing and the staff were super friendly 
Had a great chat to Mr Operations Manager such a nice guy and so informative 
We had drinks by the pool and the staff fantastic 

This morning Buffett breakfast was an amazing range of food 
And the staff were most from last night and treated us so well 

Come for the food and wine and F and B staff amazing 

Our safari was amazing","Sri Lankan Safari","2025-05","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r1009216080-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","990009470","en","1052197",,"Marketing","990236264","en","2025-01-22","chaarya resorts  and spa","Dear Valuable Guest, 

Thank you for taking the time to express your experience. We are glad that you find our hotel a nice base to explore Yala National Park, with spacious rooms, bar area and massage services to your satisfaction. We are sorry to hear that the dining did not fulfill your expectations, and we have taken note of your remarks on food. Furthermore, we're saddened by the fact that the way we collected feedback during meals interrupted the flow of your experience. Your observations are very important to us, and we will review the way we collect feedback so it can be done in a more considerate and convenient way. Thank you again for your comments, and may we look forward to another occasion to welcome you back to a much seamless stay.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2025-01-20","OTHER","3",,"Value","4","Rooms","3","Location","3","Cleanliness","4","Service","4","Sleep Quality","4","This hotel is a good base for exploring Yala National Park. The rooms are spacious, but no frills, and the bathroom could benefit from better lighting. Nice bar area for lounging but pool area was a bit small. I had a massage which was nice and reasonably priced. Breakfast and dinner were not great (desserts were tasty though). 

My one complaint is that during dining service, you are hassled to fill out a survey for feedback. I can appreciate that they want to receive feedback for improvement, but forcing you to fill out the survey while trying to enjoy breakfast or dinner is not the way. I was asked to fill it out during dinner (as I was trying to leave) and then the next morning during breakfast. Overkill.","Decent Stay","2024-12","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r990009470-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","989660451","en","1052197",,"Marketing","990001845","en","2025-01-20","chaarya resorts  and spa","Dear Rachael,

Thank you for taking the time to share your feedback. We’re glad you found our staff accommodating and that you enjoyed the bar, pool, and your room’s balcony. It’s great to hear our dinner options met your expectations as well.

We are sorry that some features of your stay, like the bathroom lighting, breakfast offerings, and no umbrellas when it rained, weren't up to your expectations. We'll take note of your feedback on the packed breakfast to help improve the quality for future guests.

Thanks for your feedback! We're going to work on making things better for all our guests. We can't wait to see you again for a much better stay!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2025-01-18","MOBILE","3",,,,,,,,,,,,,,"This was your average typical hotel nothing overly special except for the staff who were very obliging and accommodating. Our room was at the very back of the hotel and there were no umbrellas in our room to walk through the pouring rain to get to the main building. Our room was standard but the bathroom was very gloomy and needed more sufficient lighting. There was a small balcony which was nice to sit out in.
There was a nice bar and a pool room area as well as a pool area. The breakfast food was very average and catered mostly for western tourists. The dinner options were better and the food was good. We took a breakfast box with us when we went on safari and safe to say it was the most awful packed breakfast I’ve ever had.
A good base for Yala but nothing overly special.","Suitable for a base to Yala National Park","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r989660451-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","969695365","en","1052197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2024-09-14","OTHER","3",,"Value","3","Rooms","3","Location","4","Cleanliness","2","Service","3","Sleep Quality","3","The food for breakfast and dinner was amazing 
The F&B manager took good care of us as we were the only indian family and food were mainly western 
Cant recall his name 
The rooms were so so ...were abit unkempt and smelly 
One of the rooms had coackroach ,the service was good they changed another room for us 
We had 4 rooms in total ,all the rooms had same issue 
The staffs were friendly ,however we didnt have much communication as we had in other hotels","Reasonable Stay","2024-09","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r969695365-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","966871749","en","1052197",,"Marketing","966964992","en","2024-08-26","chaarya resorts  and spa","Thank you so much for your recommendation and review. We hope to see you again at Chaarya resorts!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2024-08-26","OTHER","3",,,,,,,,,,,,,,"Support staff Ravindu was of great help. He was extremely cooperative and it was lovely interacting with him. 
Rooms are spacious.
Dinner spread was below expectations. Their choice of dishes need to be improved. Rice was undercooked and meat was overcooked.","Rest at Chaarya","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r966871749-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","963757476","en","1052197",,"Marketing","964712211","en","2024-08-13","chaarya resorts  and spa","Thank you so much for your recommendation and review. We hope to see you again at Chaarya resorts!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2024-08-08","MOBILE","3","Book a massage",,,,,,,,,,,,,"Fabulous massage - best thing about this property. Food variety ok. Rooms tired & need maintenance i.e. ceiling fan & air conditioner rattlers. Couldn’t open the doors that led outside to a small seat area. Pool cloudy & limited sun lounges that are quickly snapped up & reserved. Lovely staff who try their hardest to make a good impression.","Great SPA - massage the best","2024-08","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r963757476-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","961802561","en","1052197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2024-07-26","MOBILE","3",,,,,,,,,,,,,,"Stayed 2 nights as part of a Sri Lanka tour.
The hotel is convenient to the game park. The rooms are quite large and well equiped but beginning to show their age. 
When we checked in we found the toilet was broken and asked for it to be repaired. 2 days later nothing had been done. So service is not so good.
We stayed here instead of Jetwing which we had been told would be our hotel. So this is disappointing as Jetwing is on the beach whereas the Chaarya is inland. There are a couple of restaurants nearby but not much else in the local vicinity.
Our booking was for 5 star hotels but unfortunately this place is probably 3 star.","Disappointing stay","2024-07","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r961802561-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","956078609","en","1052197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2024-06-21","MOBILE","3","Maybe do not order the tuna or chicken sandwiches if getting breakfast to go.",,,,,,,,,,,,,"It’s a nice enough hotel. A little disappointed with the buffet dinner and take away breakfast. Tuna and chicken sandwiches were not great. The restaurant staff would not let you in after the safari to grab a coffee or get some fresh fruit.  Prices are expensive and i hoped customer service would be a little better for that price.  It was ok. Pool was nice and pool staff lovely. Room was fine, lots of birds singing outside.","Expensive for what you get","2024-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r956078609-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","951470502","es","1052197",,"Marketing","951847909","en","2024-05-21","chaarya resorts  and spa","Thank you so much for your recommendation and review. We hope to see you again at Chaarya resorts!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2024-05-19","OTHER","3",,"Value","3","Rooms","4","Location","3","Cleanliness","4","Service","4","Sleep Quality","4","Su ubicación es ideal para aquellos que planean visitar el Safari Yala. El personal es muy amabilidad y siempre muestran disposición para ayudar.

La comida es variada con platos locales e internacionales.

Las habitaciones son espaciosas y cómodas. 

El hotel tiene piscina aunque nosotros no la utilizamos parecía estar muy bien cuidada.","Hotel confortable","2024-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r951470502-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","941312641","fr","1052197",,"Marketing","941986394","en","2024-03-13","chaarya resorts  and spa","Thank you for sharing your feedback with us. We appreciate your comments regarding the beauty of the gardens and the peacefulness of the room environment. We apologize for any inconvenience caused by the dinner and breakfast rooms, as well as the noise disturbance from large groups during your meal times. Your input on the varied but not excellent quality of food is duly noted and will be taken into consideration for future improvements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2024-03-07","MOBILE","3",,,,,,,,,,,,,,"Certes les jardins sont beaux.La chambre est correcte, pas de bruit
Par contre la salle de prise du dîner et du petit déjeuner est petite. Nous sommes tombés avec deux grands groupes. C’était très bruyant. Le repas est varié mais pas de grande qualité.","Oui mais on peu trouver mieux","2024-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r941312641-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","891460658","en","1052197",,"Marketing","891966754","en","2023-05-25","chaarya resorts  and spa","We are sorry to hear about your unpleasant experience and want to thank you for bringing this to our attention. At Chaarya Resort & Spa, we take pride in providing a safe and comfortable atmosphere for all our guests. We are glad that management was able to address your concern promptly and ensure appropriate actions were taken. Your feedback is invaluable to us and we will continue striving towards creating a better experience for all our guests.","2048","692023170","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/3f/6f/82/caption.jpg","1536","2048","692023169","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/3f/6f/81/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2023-05-22","MOBILE","3",,,,,,,,,,,,,,"I stayed one night at Chaarya Resort and spa. The room was spacious, clean, and tastefully decorated with a private balcony that overlooked the other hotel buildings. Chaarya had a pool you can take refreshing dips in, a spa facility to treat yourself, a bar to grab drinks, and a restaurant with delicious food. 

I did encounter an issue with one of the staff members at the spa during my stay. While most of the team members were friendly and accommodating, there was a man who was extremely inappropriate during my treatment that made me unbelievably upset. Management of Chaarya Resort & Spa addressed my concern and ensured that actions were taken. Ladies, if you’re going to get a spa treatment, request a woman in case Dulop is still working there. 

Despite what happened to me, it is important to mention that this hotel is overall good offering a relaxing ambiance and well-appointed accommodations.","Scenic escape with one setback","2023-05","SOLO","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r891460658-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","886166620","en","1052197",,"Marketing","887461982","en","2023-04-23","chaarya resorts  and spa","Thank you so much for your  review. We hope to see you again at Chaarya resorts!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2023-04-14","OTHER","3","Try to Stay Closer to Yala","Value","3","Location","4","Service","4",,,,,,,"We stayed for 1 Nights, as were keen to experience the Yala Safari, The Rooms were quite hot and there is a menace of mosquitos throughout the hotel, swimming pool and rooms, as there were less number of people in the hotel we were served Ala carte food, it was decent.","For 1 Night its a decent accommodation","2023-04","NONE","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r886166620-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","866000200","en","1052197",,"Marketing","866230088","en","2022-10-27","chaarya resorts  and spa","Dear Sir,

Thank you so much for the great review and it really motivates us and all the areas you have mentioned to improve. We will take it to our serious attention and will do the needful to rectify the issues.
We thank you once again and hoping to welcome you to Chaarya Resorts and Spa in the future.

Chaarya Team.","2084","649218074","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b2/48/1a/caption.jpg","4624","2084","649218072","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b2/48/18/caption.jpg","4624","1468","649218071","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b2/48/17/caption.jpg","2904","2084","649218070","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b2/48/16/caption.jpg","4624","2084","649218069","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b2/48/15/caption.jpg","4624","4624","649218068","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b2/48/14/caption.jpg","2084","2084","649218067","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b2/48/13/caption.jpg","4624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2022-10-25","OTHER","3",,"Value","4","Location","4","Service","4",,,,,,,"We went as a family. The location was just good and it is adjourning to the main road. Overall experience was average but it has some potential.

Specially the staff was really helpful and friendly. Hotel has arrange small animator program for kids even during heavy rains and it was appreciated. 

During our stay it had a rain and found some areas were full of water but no harm to guests. 

Deluxe Rooms were bit smaller but nice and clean. Hotel has a nice greenery Garden  and well maintained. Swimming Pool was really small. 

The Food was average specially no major variety for Lunch and Breakfast buffet. Dinner buffet was little bit ok. Mostly focused on Srilankan style of dishes and no western dishes.
E.g. Salad corner was just a couple of dishes not cold meat etc.. Breakfast doesn't contain Cheese omelet, Quality sausages , Bacon etc... 
","Convenient Hotel in Tissamaharama","2022-10","NONE","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r866000200-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","834234107","en","1052197",,"Marketing","837452572","en","2022-05-06","Kanchana Dela","Dear Madam, 

Thank you for your review and it motivates our staff. 

As you have mentioned the hotel is rundown we will take it to our serious consideration since we are practicing on restoring and repairing the hotel on daily basis. 

Thank you once again for your kind review and it really helps us to improve our services. 

Thanking you, 

Team Chaarya ","2048","586711980","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/f8/83/ac/caption.jpg","1152","2048","586711979","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/f8/83/ab/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2022-04-11","MOBILE","3",,,,,,,,,,,,,,"The hotel staff are very polite and gave a warm welcome. The hotel itself is run down, our shower leaked and the bed was uncomfortable. The restaurant buffet was crammed with people and very little tables. This hotel is about a 30 minute drive from Yala National Park.

We stayed here for 1 night as part of a tour around Sri Lanka, we would not have wanted to stay anymore nights. The hotel also feels very small which is not my preference. 

Air con worked well in the room. Note that the plug sockets are the Sri Lankan sockets so you need an adapter. Our safe worked eventually but for a while we could not get it to open again. 

There is a hairdryer in the room also.","Trip to Sri Lanka","2022-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r834234107-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
"0","833927556","en","1052197",,,,,,,,"983","585987122","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/32/caption.jpg","1311","983","585987121","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/31/caption.jpg","1311","983","585987120","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/30/caption.jpg","1311","983","585987119","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/2f/caption.jpg","1311","983","585987118","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/2e/caption.jpg","1311","1311","585987117","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/2d/caption.jpg","983","720","585987116","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/2c/caption.jpg","1600","720","585987115","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/2b/caption.jpg","1600","1600","585987114","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/2a/caption.jpg","720","720","585987113","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/ed/74/29/caption.jpg","1600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kataragama Road, Tissamaharama 82600 Sri Lanka","Tissamaharama","Sri Lanka","82600",,"Kataragama Road",,"1052197","6.297661","Tissamaharama, Southern Province","81.29946","Chaarya Resort & Spa","1165","4.2","41","30","163","381","550","https://www.tripadvisor.com/Hotel_Review-g1102395-d1052197-Reviews-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html","http://www.chandrikahotel.com","2022-04-09","MOBILE","3",,,,,,,,,,,,,,"We stayed here after travelling a number of hours from Kandy..
We were going to visit YALA wildlife park thatvis aprox 30mins away from the establishment..
On arrival the reception staff were polite and curtious..
Check in was smooth..

Room was on 2nd floor ( 154) of one of the dwellings..
So in the heat , the steps up was hard work..
The room was clean and spacious. 
Plenty of space for luggage and clothes if staying for a few days..

Asked for drinks menu when we were in the restaurant, and staff member stated I can tell you what we have..
And he gave a list of drinks available..?
But for me, the way this was conveyed to us was very unprofessional and borderline rude to be honest..
So we then asked"" do you have
 wine..?""
Reply was "" glass ir bottle?. ""
No sir or madam ..
Never experienced this mannerism before in all our years of travelling..
My wife asked for some soda water, which turned uo with top off, generally restaurant staff in other establishments open a bottle infront of you..
Well..that bottle of soda was totally flat..and bottle top , bad a chip in the glass...
Seriously not good in my opinion..
Now, we go to get some food, that was a buffet style offering, and staff member stands there with 3 bottles of wine to choose from will trying to decide on what food to eat...
Staff really do require training in restaurant etiquette in my opinion..

The swimming pool is a nice size and very clean..

Now, here's one truly genuine good point..
We absolutely enjoyed our spa treatment while staying here...
Can't fault the staff in this part of the hotel.
The Barman in the area just down from pool area was also very good at his job.
And very attentive..
Perhaps these members of staff have had previous experience in customer service..
So a very well done too them..

Breakfast..
No orange juice was available..
And no infused water..
Which is generally normally a must in any hotel in my opinion. 
Never experienced this before on.our travels around the world...
Breakfast itself was a basic buffet type..

During Breakfast we were handed a customer feedback form..
Why then?
Why not leave form in room so you can chat about your experience together and leave form at reception when leaving..?

Because of the spa staff and the barman I have mentioned, this is why I have given a 3..
Otherwise it would have been a 2..

The downstair rooms had water ponds infront of them, this water was stagnant and flies / mosquitos were many..
Why not change or filter this water..?

So for the reasons I have written here, I'm sorry, not only would I NOT stay here again , I couldn't recommend it..
This is my personal experience..","Staff require training..","2022-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g1102395-d1052197-r833927556-Chaarya_Resort_Spa-Tissamaharama_Southern_Province.html",
