"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
,"0","985746080",,"en","477912",,"Owner","986477862","en","2024-12-26","CRM Hayleys Leisure","Dear 118shubhig,

Thank you for your wonderful feedback! We're delighted to hear you enjoyed the ambiance, lake view, and the service provided by Ravindra. It's great that we could assist with breakfast packets for your early visit to Lion Rock. We look forward to welcoming you and your family back for another fantastic experience!

Warm regards,
Team Amaya Lake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2024-12-22","OTHER","3",,,,,,,,,,,,,,"Nice hotel. Special mention to Ravindra fro being so helpful . Great ambiance and lake view was beautiful. Must visit with kids and family if you are here. They even provided breakfast packets for lion rock early morning. 

Great experience in total.","Good property","2024-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r985746080-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","978907275",,"en","477912",,"Owner","979070124","en","2024-11-07","CRM Hayleys Leisure","Dear Katarina,

Thank you for your feedback. We're glad you enjoyed Shashika's hospitality and found our staff friendly and helpful. We appreciate your comments and will work to improve the areas you've highlighted for an even better experience.

Warm regards,
Team Amaya Lake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2024-11-06","MOBILE","3",,,,,,,,,,,,,,"Good Accomodation, food u fortunately did have flies around as did our room, air con wasn’t working and most tv channels not subscribed too. Had to get a golf cart to and from which wasn’t ideal, staff were amazing especially Shashika who was so friendly and accommodating and informative. Just a bit big for us as prefer smaller, nice but not ideal with all the insects!","Nice Accomodation, bit big and too many insects!","2024-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r978907275-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","963419268",,"en","477912",,"Owner","963922193","en","2024-08-09","CRM Amaya Resorts","Dear niall1066,

Thank you for your feedback. We're glad you enjoyed the location, views, and local dishes. We’re sorry to hear about the issues with the room and breakfast. Your comments are valuable, and we’ll address these concerns to improve our service.

Warm regards, 
Management - Amaya Resorts & Spas
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2024-08-05","MOBILE","3","Ask for a room which has been renovated (I assume some must have been!).",,,,,,,,,,,,,"Beautiful location with stunning views and kind/attentive staff. Rather let down by very tired deluxe room and uncomfortable mattresses (two singles pushed together to make a double!). Bathroom was in a poor state of repair with stained sanitary wear, dirty grout/sealant. 

Dinner was good-buffet or a la carte and local dishes delicious. Breakfast was the poor relation - offered a bit of everything but average quality. 

Could be an amazing hotel but needs a serious amount of tlc…","An honest review","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r963419268-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","962008872",,"nl","477912",,"Owner","962187190","en","2024-07-29","CRM Amaya Resorts","Dear 978annemariet,

Thank you for your feedback. We're glad you enjoyed the location and lodges. We apologize for the delay at the Lake bar and the issues with the pool bar. Your comments will help us improve our services. We hope to have the opportunity to serve you better in the future.

Warm regards, 
Management - Amaya Resorts & Spas

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2024-07-28","OTHER","3",,"Value","2","Rooms","5","Location","5","Cleanliness","5","Service","2","Sleep Quality","5","Amaya is een prachtige lokatie met waanzinnig mooie lodges. Het personeel is enorm vriendelijk en behulpzaam. Echter, de Lake bar is vreselijk, we hebben meer dan een uur moeten wachten op 5 drankjes terwijl er niemand was.
De poolbar is niet open geweest terwijl alle bedden bezet waren.
Jammer!","Slechte service aan bar en poolbar gesloten","2024-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r962008872-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","959249222",,"en","477912",,"Owner","962185562","en","2024-07-29","CRM Amaya Resorts","Dear Suzehafey,

Thank you for your feedback. We're sorry to hear about the issues you encountered. We appreciate your comments and will address them to improve our services and facilities. Your input is valuable, and we hope to offer a better experience in the future.

Warm regards, 
Management - Amaya Resorts & Spas
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2024-07-12","MOBILE","3","There must be somewhere better to stay in this area.
If you do stay here, ask for room close to lodge away from water.",,,,,,,,,,,,,"This hotel is getting old, rooms are tired, furniture is worn out - sit in the couch and you’re basically on the floor.
Mozzies everywhere- inside rooms and outside.
Street dogs on the property barricading you in your room.
Long waits for golf cart transportation to main lodge.
No towels and inadequate lounges at secondary pool.  This pool is not manned, no drink or food service and no phone to call for assistance either.
Restaurant staff are very inexperienced.
Salad buffet should be refrigerated or on ice!","Tired old property","2024-06","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r959249222-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","932097178",,"en","477912",,"Owner","973970283","en","2024-10-14","CRM Hayleys Leisure","Dear binurinanayakkara,

Thank you for your detailed feedback. We're glad you enjoyed our friendly staff, dining options, and natural surroundings. We sincerely apologize for the issues you encountered with your villa and appreciate your suggestions for improvement. We hope to welcome you back for a more enjoyable stay.

Warm regards,
Management - Amaya Resorts & Spas

","983","723733869","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/23/4d/6d/caption.jpg","1311","983","723733870","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/23/4d/6e/caption.jpg","1311","983","723733871","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/23/4d/6f/caption.jpg","1311","983","723733872","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/23/4d/70/caption.jpg","1311","983","723733873","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/23/4d/71/caption.jpg","1311","983","723733874","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/23/4d/72/caption.jpg","1311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2024-01-02","MOBILE","3","Pack plenty of mosquito repellent creams",,,,,,,,,,,,,"My husband and I stayed in Amaya for a business trip.

Pros: 
1. The staff are friendly and accommodating.
2. We had buffets for every meal. Each buffet had unique and impressive dishes.
3. They offer buggy services to get to your rooms as they can be far away from the bar and restaurants.
4. A massive pool to enjoy, and they also have a tennis court.
5. You're fully immersed in nature. Great place to watch birds. 

Cons:
1. The villas are quite old and have a leaking issue. On the day we checked in, we had gotten a villa that had a serious leak from the roof while it heavily rained outside. The leak was falling directly onto the bed. Thankfully, they accommodated our request to be moved to a different villa.
2. Rooms are slightly dusty, and the amenities fall short.
3. There is no gym, which is odd since it is a resort.

Tip: There are loads of mosquitoes, so make sure to shut your doors and windows during the evening and pack mosquito repellent creams with you.

We had an okay time and ","An Average trip","2023-12","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r932097178-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","931792518",,"en","477912",,"Owner","974753414","en","2024-10-20","CRM Hayleys Leisure","Dear 555smart,

Thank you for your feedback. We appreciate your comments on our food and the accommodating chef. We're continuously working to enhance our services and facilities, and your insights are valuable to us.

Warm regards,
Team Amaya Lake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2023-12-31","OTHER","3",,"Value","3","Location","3","Service","3",,,,,,,"Would rate this as a 4* hotel. Service in the rooms was quite slow. Rooms don’t have easy access from the reception unless you use buggy provided by hotel. For seniors, not a practical place unless rooms are close to dining area, reception etc… 
Food was good, chef very accommodating to our vegetarian needs & plenty of variety. Rooms & bathrooms are quite dated, with some of the rooms having a damp smell… location is great by the lake but it’s quite an old property ","Old property ","2023-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r931792518-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"1","930957537",,"en","477912",,"Owner","932936164","en","2024-01-09","CRM Amaya Resorts","Dear Guest,

We appreciate the time taken to share your comments with us and are delighted that you enjoyed our beautiful resort by the Kandalama Lake. However, we apologize for the loud music we have shared your feedback with the relevant team members at Amaya Lake Dambulla to ensure this will not be repeated. Thank you once again. 

Warm regards, 
Management – Amaya Resorts & Spas
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2023-12-25","OTHER","3",,,,,,,,,,,,,,"Beautiful setting, lovely trees and gardens and cheeky monkeys,.
The staff were very friendly.
The bed was amazing, so comfy and I love our hut, it was private and spacious. The bathroom however was old with stained mirror and cloudy shower glass. 
The food was pretty good, was very happy.
It’s obviously popular with families.  The pool was nice, very warm water.

HOWEVER the music. Doof doof pounding music. Ordering at the bar was hard being so loud and we couldn’t talk easily to each other. Sleeping was with earplugs and noise cancelling headphones.
I get the staff are young but this is a tranquil setting that is far from serene.
Why not ambient background music?  The noise just ruined it for me. ","Resort not nightclub ","2023-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r930957537-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","929026958",,"en","477912",,"Owner","940974374","en","2024-03-05","CRM Amaya Resorts","Dear Guest,

Thank you for sharing your detailed feedback following your recent stay with us. We appreciate the opportunity to address your concerns and improve our services.

We are thrilled to hear that you enjoyed the culinary experience at our resort, particularly the variety and quality of our buffet offerings. However, we apologize for the inconvenience caused by the live music performance during one of your meals. Your feedback regarding this aspect has been duly noted, and we will take steps to ensure that future entertainment aligns better with our guests' preferences.

We regret any lapses in service, such as the delay you experienced in the bar area. Please accept our sincere apologies for this, and rest assured that we will address this with our team to ensure such instances are minimized in the future.

Your appreciation of our extensive and beautiful grounds, as well as the secluded swimming pool and lounge area, is heartening. We're glad you had the opportunity to explore and enjoy these amenities during your stay.

We're sorry to hear that the room assigned to you did not meet your expectations. Your feedback regarding the room features and amenities has been duly noted, and we will work to address these shortcomings to enhance the overall guest experience.

We appreciate your feedback and hope to have the opportunity to welcome you back in the future, perhaps to one of our Signature Suites, where we aim to provide a more luxurious stay that meets your expectations.

Warm regards,
Management - Amaya Lake Resort","3024","721129269","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fb/8f/35/caption.jpg","4032","4032","721129267","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fb/8f/33/caption.jpg","3024","3024","721129268","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fb/8f/34/caption.jpg","4032","3024","721129274","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fb/8f/3a/caption.jpg","4032","3024","721129273","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fb/8f/39/caption.jpg","4032","3024","721129270","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fb/8f/36/caption.jpg","4032","3024","721129271","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fb/8f/37/caption.jpg","4032","3024","721129272","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fb/8f/38/caption.jpg","4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2023-12-10","OTHER","3","Deluxe villas aren’t deluxe. Get a Signature Suite if you can.","Value","4","Location","5","Service","4",,,,,,,"We stayed three nights on a tour of Sri Lanka and so have five other hotels with which to compare.

Firstly, the good points : the food ! The breakfast, lunch and dinner buffet was to die for ! Both Sri Lankan and western tastes are catered for, the quality is up to the standard of almost anywhere else we ate, the range of dishes on offer enormous. The semi-outdoor setting was lovely too. Apart from the incentive to grossly overeat, there was only one problem - live music on the second night, a cringeworthy easy listening repertoire delivered shockingly out of tune, which spoiled the meal. (But the following evening, a Sri Lankan folk ensemble was much better). 

Service was mostly good, but let down occasionally. One evening in the bar area (not busy), we waited 20 minutes to be served, then gave up and went for dinner.

The grounds are extensive and beautiful with birdsong punctuating views of the lake through the tall trees. A buggy service (usually very prompt) is offered for any journeys within the grounds, essential as our villa was the furthest from the main building. although sometimes it was more pleasant to walk.

 Although we never used the main pool or spa, we discovered a second, smaller swimming pool and outdoor lounge area nearer to our room, which was quieter and very secluded.

Now for the not-so-good parts : the room (no. 71). Despite being called a Deluxe Villa. I would not describe it as such - definitely the least well appointed of all our hotel rooms. Decor was tired, side of bath had a hole in it lacked a plug, nowhere to hang laundry, insufficient natural light getting into the room, so that it felt oppressive. The advertised minibar was an empty fridge that leaked. The thing I missed most compared with our other hotels was any outdoor table & chairs with the room. My wife viewed a  Signature Suite which had outdoor seating. Next time we would opt for one of those (at a considerable price premium). 

All in all, the room features let this hotel down, but if you can afford a Signature Suite it could be a great stay.","Great food and grounds but disappointing room (not deluxe in our opinion).","2023-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r929026958-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","897270151",,"en","477912",,"Owner","903843999","en","2023-07-17","CRM Amaya Resorts","Dear tavgah2023,
We are very sorry to hear about your experience during your stay with us at Amaya Lake, Dambulla. Your comments have been noted and we thank you for taking the time to highlight the above and hope you do give us another chance. Thank you once again. 
Warm regards, 
Management – Amaya Resorts & Spas
","2208","697143766","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/8d/91/d6/caption.jpg","1242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2023-06-23","OTHER","3",,,,,,,,,,,,,,"About my experience of staying at the Amaya Lake Hotel in Sri Lanka, frankly, it is a very good hotel, the view there is very wonderful, and its services are good. As for the food, it is good. When I gave them my remarks about the food, they accepted it openly. I liked the pasta. I asked for the name of the chef (Thaveesha Dewmin). I wish them all the best😍🌷","Amaya Lake Hotel / Dambulla","2023-06","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r897270151-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
,"0","890555049",,"en","477912",,"Owner","891378698","en","2023-05-21","CRM Amaya Resorts","Dear Jamala, 
We are very happy to hear about your positive experience at Amaya Lake, Dambulla and thank you for taking the time to share your lovely feedback with us. Do visit us again! 
Warm regards, 
Management – Amaya Resorts & Spas
","4032","690314726","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/25/5d/e6/caption.jpg","3024","4032","690314673","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/25/5d/b1/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kandalama 21100 Sri Lanka","Kandalama","Sri Lanka","21100",,,,"477912","7.891348","Kandalama, Central Province","80.6998","Amaya Lake Dambulla","4305","4.5","82","119","281","1012","2810","https://www.tripadvisor.com/Hotel_Review-g304137-d477912-Reviews-Amaya_Lake_Dambulla-Kandalama_Central_Province.html","https://www.amayaresorts.com/amayalake/","2023-05-16","OTHER","3",,"Value","3","Location","4","Service","5",,,,,,,"The team are good specially chef Siva he is excellent and friendly. The food is not bad. The is view is amazing. Also the villas has nice view with tress and nice lake. Bad things that beverages are not included in the buffet just water is available.","Feedback","2023-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304137-d477912-r890555049-Amaya_Lake_Dambulla-Kandalama_Central_Province.html",
