"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","photos/42/height","photos/42/id","photos/42/image","photos/42/width","photos/43/height","photos/43/id","photos/43/image","photos/43/width","photos/44/height","photos/44/id","photos/44/image","photos/44/width","photos/45/height","photos/45/id","photos/45/image","photos/45/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","991970816","en","12611167",,"General Manager","992462219","en","2025-02-06","Golden Hospitality Group","Dear Guest,

Thank you for the feedback. We are happy to read that you were given a warm welcome and was looked after by our Front Office Team. 

Nevertheless, we are sorry to know that your stay failed to live up to your prospects at some instance. Please accept our sincere apologies for the unsatisfactory experience. Although we have received many positive comments on our Food quality, it is regret to note that your expectation was not met. 

Overall  your comments will be considered very seriously, and we are committed to addressing the concerns that you have outstretched.  

Once again please accept our deep apologies for the inconvenience caused. 

We hope this will not deter you returning to The Golden Crown in future for an improved experience.

The Golden Crown Team.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2025-02-02","MOBILE","3",,,,,,,,,,,,,,"During our trip to Sri Lanka, we stayed at Golden Crown Hotel for two nights. Upon arrival, the hotel made a good first impression – the building looks nice, the welcome was pleasant, and the reception staff were kind and helpful.

We were accommodated on the first floor of the older part of the building. The room was clean, but signs of aging and wear were noticeable on the furnishings. However, the overall atmosphere was quite pleasant.

Restaurant and Services

Unfortunately, dinner at the hotel restaurant was disappointing. First, we had to wait several minutes for a table. When we finally got one, it was dirty, with only minimal tableware set. The staff ignored us for a long time, and when we tried to order drinks, it took more than 15 minutes before someone came to us. Despite repeatedly asking, we kept being told that a waiter would be called, but no one came for a long time.

The buffet selection was quite large, but the food quality was average. The same situation occurred during breakfast – a lack of pastries, slow service, and mediocre food quality.

Outdoor Areas and Pool

The outdoor infinity pool is one of the hotel’s main attractions. It offers beautiful views and is located in the new part of the building. Unfortunately, even here, the service was lacking – when we wanted to order from a selection of more than 15 types of Arrack in the evening, we were told that none were available.

Overall Rating

The hotel has great potential, with a beautiful historic building and a pleasant environment, but the quality of service does not match a five-star rating. While the staff is friendly, they are extremely slow and unorganized, which significantly impacts the overall experience. The food and restaurant service need improvement.","Not a 5 star at all :(","2025-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r991970816-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","990811113","en","12611167",,"General Manager","991378558","en","2025-01-28","Golden Hospitality Group","Dear Guest,

Thank you for taking your valuable time to share such a wonderful review. We are extremely happy to know that you have spent a lovely time at our Property. Also, we are happy to hear that all you meal preferences were catered without any shortfalls. 

We hope that you will visit us again for a memorable experience. 

The Golden Crown Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2025-01-27","OTHER","3",,,,,,,,,,,,,,"We stayed at this hotel in January 2025 for two nights. The rooms were big , however something was a miss! Nice shower and bathroom. The best thing was the buffee spread and many options for Indian food. The pool, while pretty, could use more available subbed. The play area for kids was also good with many options.","Good Food and decent stay","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r990811113-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","987241865","en","12611167",,"General Manager","987341465","en","2025-01-02","Golden Hospitality Group","Dear Guest,

Thank you for the feedback. We are sorry to know that your stay failed to live up to your expectation and that you did not enjoy the stay. Please accept our sincere apologies for the unsatisfactory experience. We have already addressed the issues with relevant team members and will continue to review the process in order to ensure that the repetition will not be happened in the future.

Once again please do accept our deep apologies for the inconvenience caused.

The Golden Crown Team.","983","779544804","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/76/e8/e4/caption.jpg","1311","1748","779544805","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/76/e8/e5/caption.jpg","1311","983","779544807","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/76/e8/e7/caption.jpg","1311","983","779544808","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/76/e8/e8/caption.jpg","1311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2025-01-01","MOBILE","3","The slightly chilled bar is a good for food just check your day trips and travel length to them.",,,,,,,,,,,,,"I believe that this hotel is a 3 max 4 star, staff was lovely and sweet the only thing is they do alot of standing around, the room I was in was dirty the toilet had stains I had to call guest services 5 times to fix the air con and there was no hot water or water pressure, the smoke detector was covered in plastic soo idk how that's okay? I would say to stay here for 1 or 2 days max and CHECK YOUR DAY TRIP and how far away they are!","1 or 2 nights only!!!","2025-01","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r987241865-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","981984064","en","12611167",,"General Manager","983011053","en","2024-12-02","Golden Hospitality Group","Dear Guest,

Many thanks for taking your valuable time to share the review. We are happy to read that you have enjoyed the stay at our Hotel. We would like to take this opportunity to inform you that we have received many positive comments on our Food quality. However, we regret to note that your experience was not satisfactory and did not meet the expected level of tantalizing your taste buds. Please accept our deep apologies for the inconvenience caused. 

We hope that you will visit us again in future.

The Golden Crown Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-11-26","OTHER","3","There isn’t a nightclub located inside. I also recommend eating elsewhere. ","Value","3","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The Golden Crown Hotel was a beautiful property. Upon arrival, we inquired about the nightclub, Lavo, that is located inside the hotel. The staff assured us that there was no nightclub, even though I pulled the hotel listing up on my phone and showed them from their own site. They told us it was their venue for parties and not open to the public, but it was advertised as a nightclub and one of the main reasons we booked this property. Our room was clean and very spacious and had a lovely balcony, however, there were no seats on the balcony. The pool was beautiful and we liked the tanning chairs that were located in the pool. The poolside bar was also great. We did not enjoy the food. We found ourselves unable to enjoy anything at the dinner buffet and had to find a restaurant nearby instead. We decided to try our included breakfast buffet the following morning and also could not enjoy anything that was offered. The hotel itself is wonderful, but the food was not good at all. I recommend planning to eat outside of the hotel.","Great Hotel, Terrible Food","2024-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r981984064-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","980925621","de","12611167",,"General Manager","980936485","en","2024-11-18","Golden Hospitality Group","Dear Guest,

Thank you for the feedback. We are sorry to know that your stay failed to live up to your expectation and that you did not enjoy the stay. Please accept our sincere apologies for the unsatisfactory experience. 

We would like to bring to your kind attention that we are already in the process of refurbishing our rooms to improve guest’s experience. 

Once again please do apologize for the inconvenience caused and hope you will visit us again for an enhanced experience. 

The Golden Crown Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-11-18","OTHER","3",,,,,,,,,,,,,,"Zimmer entsprechen nicht Kat. 5
Lediglich max. 3 (sehr renovierungsbedürftig!). Vielfach Sicht auf Baustelle, teilweise ungepflegte Bereiche! Umgebung nicht ansprechend.  Ansonsten - speziell Pool und Küche exzellent. Fazit: Gut gedacht- schlecht gemacht!","Kandy","2024-11","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r980925621-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","970413588","en","12611167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-09-19","OTHER","3",,"Value","4","Rooms","4","Location","4","Cleanliness","5","Service","4","Sleep Quality","5","This is not a five star hotel!  We booked a junior suite for our three night stay which was very comfortable and would recommend.
Upon arrival the checking in process was average and towards the end I had to go and confirm the  process had been completed. It felt we were left stranded. Not even shown where the lifts were located.
You are only issued with one key card and a third time used key card holder. Masking fluid had been used to remove the previous room number! ( this was a cardboard key card holder). You had to return both at the end of your stay otherwise according to the guest information book in the room there would be a 20 USD charge for lost cards.  I find it unbelievable you are issued with a used key card holder and incur a possible charge.
The food was very good, however, if you would like a bottle of wine with dinner, only the most expensive wines were available throughout our stay which reduced the wine menu  significantly . No apology was given from anyone when attempting to order  the wine. 
There is a small swimming pool with only eight sun beds available. However, it seemed to work. 
We had a driver from the hotel who took us around Kandy for the day and very informative regarding the sights and made sure we were dropped as close as possible and agreed a pickup time. A big shout out for excellent service.
Overall, the staff were very friendly which made the stay manageable. However, it is the extras this hotel is missing which is what a five star should provide.","Not a five star stay","2024-09","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r970413588-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","965755902","de","12611167",,"General Manager","965931789","en","2024-08-20","Golden Hospitality Group","Dear Guest,

Thank you so much for taking the time to share your experience. We are happy to ready that you have enjoyed the variety of food and so much grateful for your kind appreciation towards our dedicated team. 

Your kind feedback is truly appreciated and would like to inform you that we are in the process of renovating our Property. 

We value our customers’ feedback and look forward to welcoming you for an enriched experience in future! 

The Golden Crown Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-08-19","MOBILE","3","Viele Hochzeiten sorgen für entsprechende Akustik.",,,,,,,,,,,,,"Angeblich 2017 eröffnet, ist es erstaunlich schnell in die Jahre gekommen. Wer es protzig mag ist hier richtig. An diversen Stellen zeigen sich aber schon Alterungserscheinungen.
Das Essen (wir hatten Buffets in Halbpension) war aber unglaublich abwechslungsreich und sehr schmackhaft.
Das Team sehr freundlich und professionell.

","Protziges Hotel mit guter Lage und toller Küche.","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r965755902-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","963082072","en","12611167",,"General Manager","963564886","en","2024-08-06","Golden Hospitality Group","Dear Guest,

Thank you for sharing your feedback. We were happy to read that you had a comfortable stay at Our Hotel. 

We do serve an International Buffet including a Salad Bar, Soups, Carvery Counters, Mongolian, Sri Lankan, Indian, Italian, Continental sections followed by many Action Stations. However, we regret to note that your experience was not satisfactory and did not meet the expected level in tantalizing your taste buds. 

Hope you will visit us again for an enhanced experience.

The Golden Crown Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-08-03","OTHER","3",,"Value","3","Rooms","4","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Luxurious hotel, rooms are clean and comfortable. Food wasn’t that good. After a long day we were expecting a good dinner, although it’s a big buffet but the food selection is mainly local which may not fit all tastes. Service was good, staff are kind.","God hotel, food wasn’t great","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r963082072-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","959671439","en","12611167",,"General Manager","960278864","en","2024-07-20","Golden Hospitality Group","Dear Guest,

Many thanks for taking your valuable time to leave a review. We are happy to read that you have spent a comfortable stay at our property enjoying the luxury facilities. Thank you for the compliment given on our Food & Beverage team, those who take enormous effort to deliver exceptional services.

Please accept our sincere apology for the inconvenience caused during the billing procedure. Your kind feedback will be definitely taken in to consideration.

We would love to welcome you for another delightful experience at The Golden Crown Hotel.

The Golden Crown Team.
","2048","752628408","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/dc/32/b8/caption.jpg","1152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-07-15","MOBILE","3",,,,,,,,,,,,,,"My girlfriend and I had a delightful 6-day stay at Golden Crown Hotel. This 5-star establishment offers luxurious rooms with plenty of amenities, making our holiday truly comfortable. The restaurant and bar staff were exceptionally friendly, always ensuring we felt welcome.
However, our experience with the reception staff was disappointing. Despite extending our stay by one night and settling the payment at the reception, we faced repeated requests to pay for extras that we had already paid for. This inconsistency in billing procedures detracted from an otherwise enjoyable stay.
Overall, Golden Crown Hotel provided a luxurious and comfortable retreat, marred only by the issues with billing at the reception. With improved communication and coordination at the front desk, this hotel would be an excellent choice for future vacations in Kandy.","“Mixed experience at golden crown! luxurious stay marred by billing issues”","2024-07","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r959671439-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","959550803","en","12611167",,"General Manager","959612253","en","2024-07-15","Golden Hospitality Group","Dear Guest,

Thank you so much for your kind feedback. It is our pleasure to know that you enjoyed the ambience and the pool. We take your comments seriously and will be reviewing them closely to see where improvements can be made.

We value your feedback and use it as a tool for our continual improvement and hope this experience will not disappoint you from returning to our hotel in the future. 

Hope to see you again for an improved experience!

The Golden Crown Team!
","2048","752511768","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/da/6b/18/caption.jpg","1536","2048","752511769","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/da/6b/19/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-07-14","MOBILE","3",,,,,,,,,,,,,,"The hotel looks very nice, and elegant. The entrance is huge. We were lucky enough to get a great view facing the pool and the view outside the room was amazing bur there are no tables or chairs on the balcony even though the balcony is huge, the walls are pretty thing so you can hear the people in the room next to you, or a dog barking from the street, the dinner and breakfast buffet are overpriced for what they are and the staff walk away from you when you try to order a drink. We used the laundry service which was good.","Pretty good!","2024-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r959550803-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","952737299","en","12611167",,"General Manager","952974670","en","2024-05-30","Golden Hospitality Group","Dear valued guest,

Thank you for choosing the Golden Crown Hotel as your preferred holiday destination.
Your comment on breakfast and lunch will be forwarded to the culinary team for their required action.
As you mentioned, Wijekoon is always doing a great job in our F&B team to deliver the best level of service.
While we wish you all the very best, we are looking forward to welcoming you back at The Golden Crown Hotel Kandy.

Thank You!
Warm Regards!
","3024","745150272","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/6a/17/40/caption.jpg","4032","4032","745150273","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/6a/17/41/caption.jpg","3024","3024","745150274","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/6a/17/42/caption.jpg","4032","3024","745150275","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/6a/17/43/caption.jpg","4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-05-28","OTHER","3",,"Value","3","Rooms","3","Location","2","Cleanliness","5","Service","3","Sleep Quality","5","The bed and pillows were great. The breakfast and lunch buffet wasn’t great but average. Front office staff not very efficient. Wanted to get stuff from their treats but there was no staff and had to let go. Mr. Wijekoon at the BRIX restaurant did a great job with his hospitality and service. The rest of the restaurant staff were great too.","The best place for a good nights sleep","2024-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r952737299-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
"0","947402405","en","12611167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"322 Udugama Ampitiya Rd, Ampitiya 20000 Sri Lanka","Ampitiya","Sri Lanka","20000",,"322 Udugama Ampitiya Rd",,"12611167","7.275849","Ampitiya, Kandy District, Central Province","80.65689","The Golden Crown Hotel","1648","4.7","44","14","59","187","1344","https://www.tripadvisor.com/Hotel_Review-g11914132-d12611167-Reviews-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html","http://www.thegoldencrownhotel.com","2024-04-18","OTHER","3",,"Value","3","Rooms","3","Location","4","Cleanliness","4","Service","4","Sleep Quality","3","Located in a nice place and the front ambience looks absolutely grand. Friendly staff in all departments. There is an array of dishes in buffets. but, unfortunately the taste in most dishes were not  palatable. Triple rooms are quite small and our rooms had a bad smell. Informed Front Desk, but the response was not very promising and waited sometime for their response. Since there was no follow up from them, did not want to pursue on the issue hence the time factor  was more important to us because we were on Holiday.","Average Stay","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g11914132-d12611167-r947402405-The_Golden_Crown_Hotel-Ampitiya_Kandy_District_Central_Province.html",
