"error","helpfulVotes","id","input","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
,"0","986400974",,"en","12864938",,"Guest Services / Front Office","986431247","en","2024-12-26","Araliya  Green City","Dear Sir/Madam,

Thank you for staying with Araliya Green City !

Thank you for sharing your feedback with us. We sincerely apologize for the inconvenience you experienced during your stay. Cleanliness and quality service are our top priorities, and we're disappointed to hear that we fell short of your expectations.

We regret the condition of the rooms, the duvet covers, and the cleanliness of the furniture. Please know that we have shared your concerns with our housekeeping team to ensure that these issues are addressed immediately.

Regarding the slow room service, we deeply apologize for the delay you experienced. We are reviewing our processes to ensure quicker service in the future.

We're glad to hear you enjoyed the availability of vegetarian food and the gym facilities with Coach Anthony. Your feedback is invaluable to us, and we’ll strive to make the necessary improvements.

Best regards,
Sandamalee Rajasinghe
Guest Relation Executive
 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2024-12-25","MOBILE","3",,,,,,,,,,,,,,"The rooms were not clean, vegetarian food was available, but the gym is equipped with coach anthony. There were holes in the duvet covers, Sofa and Chairs were dusty too. Slow room service in food court with orders taking upto 1 hour for a simple coffee.","Not worth a 5* experience ","2024-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r986400974-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","951275616",,"en","12864938",,"Guest Services / Front Office","951407860","en","2024-05-18","Araliya  Green City","Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on Booking.com. We are very sorry for the inconvenience caused during your stay, and we will pass your valuable comments to our management and we will look in to that problems and will ensure this will not happen again. Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2024-05-17","MOBILE","3",,,,,,,,,,,,,,"Waited ages for one of our rooms did not get till 5.30pm checked in at 1.30pm 
Our whole floor smelt of food 
My friend room was over the kitchen it did not smell nice as she was a vegetarian as for another room no availablity 
Waited 5 hours for towel 
Loud speaker with music in the hallways which you can hear in your bedroom even at night 
Buffet was a nightmare could find table to sit 
Veg and non veg all mixed section people mixing the spoons kid putting hands in the food not expectable 
Staff sometimes just did not understand you we spoke in Hindi and English it’s 5 star hotel there should some standards of understandings","Not expectable for 5 star hotel not to understand what you are saying and waiting 5 hours for towels after ring numerous","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r951275616-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","947967797",,"en","12864938",,"Guest Services / Front Office","948803372","en","2024-04-29","GRM AGC","Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are pleased to learn that you enjoyed your stay with us.
We will be sure to pass on your comments to our team. They will be excited to know that they made your stay memorable!
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2024-04-23","OTHER","3","If anyone wants good spacious room please do go 
If you want good food please do not go as the food is horrible ","Value","3","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Nice and very spacious rooms. Front office Thiyagu was excellent as he took care of us very well. Room charges were expensive. The food was horrible as we booked for a longer half board basis and on the first day itself after dinner changed to bed and breakfast basis and explained to the manager and got our refund and left earlier 
Housekeeper was good 
Food spread was not good 
Complained to the manager who had experience working at Grand hotel and Anantara hotel. We checked out and went back to Anantara hotel Kalutara where we enjoyed the food","Stayed in Room #208","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r947967797-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"2","944925451",,"en","12864938",,"Guest Services / Front Office","945192226","en","2024-04-03","GRM AGC","Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are very sorry for the inconvenience caused during your stay, and we will pass your valuable comments to our management and we will look in to that problems and will ensure this will not happen again. Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2024-04-02","OTHER","3",,"Value","1","Rooms","3","Location","3","Cleanliness","4","Service","2","Sleep Quality","3","Good: large room (studio annex junior suite), though it definitely is worth far less than 100 USD above the ‘superior’ basic room. Nice breakfast, though aimed more at local taste than at foreigners. Nice inside heated pool, only one of the five in the whole island; though with amateuristic setup, e.g. showers are in the nextdoor spa not in the pool space. And nice that for 2nd part of the family they gave a free upgrade to studio.

Needs improving: lousy organisation and staff training. 15 minutes to wait in the lobby before the welcome drinks arrive is absurd. Dinner also a bit chaotic, with some of the buffet heating (e.g. soup) being below needed temperature. Bathroom, however new, already has leaking bath tub sink and generally too cold/lukewarm water.
For a 5 star price level one expect 5 stars, and this really only deserves something like 3 stars (local level) hence is hugely overpriced.","Hugely overpriced, too many mistakes for this price level","2024-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r944925451-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","935974692",,"ru","12864938",,"Guest Services / Front Office","936129296","en","2024-01-30","GRM AGC","Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are pleased to learn that you enjoyed your stay with us.
By the way sorry to hear that you felt uncomfortable during your stay due to our rooms and regarding the no spicy food. once again sorry for the inconvenience caused during your stay.
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager","1280","726789761","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/51/ee/81/caption.jpg","960","1280","726789759","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/51/ee/7f/caption.jpg","960","1280","726789760","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/51/ee/80/caption.jpg","960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2024-01-29","OTHER","3",,"Value","3","Location","5","Service","4",,,,,,,"Самый ""печальный"" отель из нашего экскурсионного тура (было 5 шт). Но думаю, что самый лучший в этой окрестности. 
Бассейн есть, но больше для галочки, там максимум 2 или 3 человека смогут плавать, а просто в нем чилить - не очень приятно, атмосфера не располагает. Номера чистые, свежие, красивые и теплые, есть всё. Но смутило, что между некоторыми номерами обычная дверь есть и звукоизоляции вообще никакой (нам повезло, там никто не жил, но пока убирались ребята, было очень шумно, как будто у нас в номере). 
Территории для прогулок нет, либо мы её не нашли. Можно погулять в окрестности.
Про неострую еду они не слышали. 
По ощущениям он не стоит своих денег.","Неплохой отель, но более 1-2 дней делать нечего","2023-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r935974692-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","932530930",,"en","12864938",,"Guest Services / Front Office","932549257","en","2024-01-06","GRM AGC","Dear Valued Guest,

Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are sorry to hear that you faced bad experience.
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2024-01-06","OTHER","3","Don’t go full board. ","Value","3","Location","4","Service","1",,,,,,,"This was our third visit, the rooms were clean and pleasant as last time. Bit  the service, food, and customer relations fell noticeably short compared to my previous experience. We've decided not to opt for the full board option in the future.","""Mixed Experience: Clean Rooms, but Service and Dining Disappoint","2024-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r932530930-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","927875591",,"en","12864938",,"Guest Services / Front Office","928320139","en","2023-12-03","GRM AGC","Dear Valued Guest,

Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are sorry to hear that you faced bad experience.
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2023-11-29","OTHER","3",,,,,,,,,,,,,,"The room had mosquitoes when we checked in but the staff was helpful to get rid of them.. Overall room service was a little bit below standard.. Room was a little poorly maintained.. I would call it a 3 star hotel.. ","Average ","2023-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r927875591-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","926683611",,"en","12864938",,"Guest Services / Front Office","927022085","en","2023-11-23","GRM AGC","Dear Valued Guest,

Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are sorry to hear that you faced bad experience.
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2023-11-20","OTHER","3","Poor Service..Avoid unless you are OK to get out and go walking to the reception even for a bottle of water","Value","2","Location","5","Service","1",,,,,,,"Nice Hotel but poor service.  Avoid if possible.  Owners fleece the staff.  Staff made to work for 15+ hrs at a strech resulting in very poor customer service.

It is supposed to be a 5 star hotel.  No one bothers to pick up phone, be it front desk, room service or house keeping ","Bad Customer Service..Avoid","2023-11","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r926683611-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","915445498",,"es","12864938",,"Guest Services / Front Office","918262214","en","2023-09-24","GRM AGC","Dear Valued Guest,

Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are pleased to learn that you enjoyed your stay with us.
We will be sure to pass on your comments to our team. They will be excited to know that they made your stay memorable!
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2023-09-08","OTHER","3",,,,,,,,,,,,,,"Sitio recomendable si visitais la zona. Buena calidad-precio, son rápidos con el servicio y el equipo de camareros ha sido muy atento y amable. Si tuviera que volver de viaje por esta zona, repetiria. ","Recomendable","2023-09","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r915445498-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","911364929",,"en","12864938",,"Guest Services / Front Office","911436585","en","2023-08-19","GRM AGC","Dear Valued Guest,

Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are pleased to learn that you enjoyed your stay with us.
We will be sure to pass on your comments to our team. They will be excited to know that they made your stay memorable!
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2023-08-18","OTHER","3","Ask for rooms away from main street as it is noisy. ","Value","4","Location","5","Service","3",,,,,,," good experience, rooms are spacious and clean,  but sadly  there is no balcony or any open area in the hotel  although weather and views are great. 
 staff are professional and very friendly always willing to help 
We took half baord meals,  unfortunately the breakfast selection is very limited to the local food,  no variety,  but it was tasty.
In the restaurant are, mr. Vignesh was very helpful ","Good and recommended","2023-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r911364929-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","904689324",,"en","12864938",,"Guest Services / Front Office","904762282","en","2023-07-22","GRM AGC","Dear Valued Guest,

Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are pleased to learn that you enjoyed your stay with us.
We will be sure to pass on your comments to our team & Sorry to hear that your are not happy with our breakfast.
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager","4000","701614336","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/d1/c9/00/caption.jpg","3000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2023-07-21","OTHER","3",,,,,,,,,,,,,,"Good place, nery wide rooms in good place.
Good staff, so friendly 
I didn't like the breakfast 
In general I will back again but ai will not choose room in the 5th floor because there is some noise from roof when there is a winds.","Family Vist","2023-07","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r904689324-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","899904525",,"en","12864938",,"Guest Services / Front Office","900185803","en","2023-07-03","GRM AGC","Dear Valued Guest,

Warm Greetings from Araliya Green City, Nuwara Eliya!!

Thank you for taking the time to post your review on TripAdvisor. We are pleased to learn that you enjoyed your stay with us.
We will be sure to pass on your comments to our team. They will be excited to know that they made your stay memorable!
Thank you once again for choosing Araliya Green City Nuwara Eliya as your holiday destination and we are eagerly awaiting to welcome you back.

Warm regards.
Amanda Vithana
Guest Relation Manager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2023-07-02","OTHER","3",,"Value","3","Location","4","Service","3",,,,,,,"Its all average 
Inside the room head shower is not working 
In the room iron table availabe but no any cloth racks or cloth dryer stand
Very small space in the bathroom two night lamps available but only one lamp working
","Rooms review","2023-07","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r899904525-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","894438405",,"en","12864938",,,,,,,,"4032","695311203","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/71/9b/63/caption.jpg","3024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2023-06-11","OTHER","3",,,,,,,,,,,,,,"Room were very good. Was in top condition. Hospitality was not very much satisfying considering it a five star hotel. The food range at the buffet was very limited even the food was limited and we didn’t have the some at the end. Considering this to be a 5 star hotel it is not living up to its five star recommendation. ","Not very satisfying","2023-06","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r894438405-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","876572182",,"en","12864938",,"Guest Services / Front Office","876816873","en","2023-01-29","FOM AGC","Dear Sir/Madam,
Thank you very much taking time to writing a review of your experiences.

I am sincerely sorry and please accept my apologies because were unable to reached your expected standards.

Your feedback is extremely valuable to us, to improve standards  and service.

The matter has been discussed at length and appropriate action has been taken.

If we have an opportunity welcome you back we promise we will provide you quality service according to your expectations.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2023-01-27","MOBILE","3",,,,,,,,,,,,,,"Travelling around Sri Lanka we have stayed in some delightful hotels, this is by far the worst one. Disappointing. It’s the service that lets this hotel down…no hot water …6 calls to get laundry collected, bill prepared incorrectly. No one takes ownership or responsibility. The hotel is tired and soul less …rooms are clean and spacious. One saving grace…the food was excellent.","Disappointing","2023-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r876572182-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"1","834836420",,"en","12864938",,"Guest Services / Front Office","835774982","en","2022-04-23","FOM AGC","Dear Sir/Madam

At the outset we wish to thank you for staying at the Araliya Green City Hotel, Nuwara Eliya.

We are elated  to note your compliments on the Breakfast, cleanliness of the room and the location of the Hotel for which we thank you. This illustrates that your stay was a memorable one. 
Our fundamental value is to ensure that each Guest leaves as an Ambassador of the Hotel. Nevertheless, your comments on the Manager persuading you to write a review on the Tripadvisor too have been very closely monitored.
We wish to extend our apologies for the inconvenience caused.

Whilst assuring you the best of attention always we look forward to your arrival to our Hotel on your next visit to Sri Lanka
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No 01 Glen Fall Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"No 01 Glen Fall Road",,"12864938","6.967575","Nuwara Eliya, Central Province","80.76695","Araliya Green City","1780","4.8","18","17","46","169","1530","https://www.tripadvisor.com/Hotel_Review-g608524-d12864938-Reviews-Araliya_Green_City-Nuwara_Eliya_Central_Province.html","http://www.araliyagreencity.com/","2022-04-16","MOBILE","3",,,,,,,,,,,,,,"We stayed in the hotel in march 2022, location is good, rooms were clean enough,the breakfast was pretty good, but you should know that when people want to check out one of the managers come to you and will give you a link of writing reviews on trip advisor and will stand on your phone till to write and score as they want, that was really awful I couldn’t believe this disgusting behavior","Manager of the hotel obliges you to write a review and indirectly forced you to score and write positive review","2022-03","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g608524-d12864938-r834836420-Araliya_Green_City-Nuwara_Eliya_Central_Province.html",
,"0","935675443",,"en","1822843",,"General Manager","938048246","en","2024-02-13","Lake Lodge Hotel (PVT) LTD","Dear Sir/Madam,

Thank you for taking the time to share your feedback with us. We value all comments from our guests as they help us to continuously improve our services.

We are sorry to hear that your experience did not meet your expectations. However, we must respectfully disagree with your assessment of our bed linen and amenities. We take great pride in providing high-quality linens and amenities for our guests, and we regularly receive positive feedback on their comfort and quality.

In fact, if you look at previous comments from other guests, you'll notice that many have praised the comfort of our linens and the quality of our amenities. We understand that individual preferences may vary, but we strive to ensure that all our guests have a comfortable and enjoyable stay.

That said, we take your feedback seriously and will review your comments with our team to see how we can further enhance the overall guest experience. We appreciate your patronage and hope to have the opportunity to welcome you back in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wewa Road 16 Division, Dambulla 21106 Sri Lanka","Dambulla","Sri Lanka","21106",,"Wewa Road","16 Division","1822843","7.874871","Dambulla, Central Province","80.690125","Lake Lodge Kandalama","725","4.9","4","3","8","48","662","https://www.tripadvisor.com/Hotel_Review-g304133-d1822843-Reviews-Lake_Lodge_Kandalama-Dambulla_Central_Province.html","http://www.lakelodgekandalama.com/","2024-01-26","MOBILE","3",,,,,,,,,,,,,,"Great location, with lovely lake view from the pool area. Warm welcome from the owner and his friendly staff. Food was very good. 
Sadly, the above was let down by the overall appearance of neglect. Neither the room nor the restaurant area were what one would expect of a top class establishment. The bed linen was old, the complimentary toiletries were cheap, the bedroom curtains loud and garish. ","Good food, otherwise disappointing","2024-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304133-d1822843-r935675443-Lake_Lodge_Kandalama-Dambulla_Central_Province.html",
